                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   87846136 |  103317395 |  249999877 |  107469182
  Cycles                             |  131423260 |  131423260 |  131423260 |  131423260
  IPC                                |       0.67 |       0.79 |       1.90 |       0.82
  Time (ns)                          |   38653900 |   38653900 |   38653900 |   38653900
  Idle time (ns)                     |         -0 |         24 |        367 |         -0
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   14206157 |   13126890 |    2177475 |    8787445
  num incorrect                      |    1671686 |     833180 |      44355 |     223283
  misprediction rate                 |     10.53% |      5.97% |      2.00% |      2.48%
  mpki                               |      19.03 |       8.06 |       0.18 |       2.08
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   12974929 |   16711721 |   21339896 |   12718466
    num misses                       |     221049 |     855506 |          3 |         55
    miss rate                        |      1.70% |      5.12% |      0.00% |      0.00%
    mpki                             |       2.52 |       8.28 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   35424302 |   43497988 |   74943574 |   44983655
    num misses                       |      12667 |     224046 |     120551 |       5442
    miss rate                        |      0.04% |      0.52% |      0.16% |      0.01%
    mpki                             |       0.14 |       2.17 |       0.48 |       0.05
  L2 TLB                             |            |            |            |           
    num accesses                     |     233716 |    1079552 |     120554 |       5497
    num misses                       |      11146 |     154238 |     120554 |       3714
    miss rate                        |      4.77% |     14.29% |    100.00% |     67.56%
    mpki                             |       0.13 |       1.49 |       0.48 |       0.03
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   12974929 |   16711721 |   21339896 |   12718466
    num cache misses                 |      50739 |      41537 |         40 |       2051
    miss rate                        |      0.39% |      0.25% |      0.00% |      0.02%
    mpki                             |       0.58 |       0.40 |       0.00 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   35424302 |   43497988 |   74943574 |   44983655
    num cache misses                 |      70372 |     284576 |   12724677 |     618936
    miss rate                        |      0.20% |      0.65% |     16.98% |      1.38%
    mpki                             |       0.80 |       2.75 |      50.90 |       5.76
  Cache L2                           |            |            |            |           
    num cache accesses               |     132591 |     331757 |   12724722 |     627824
    num cache misses                 |      60982 |      50548 |    2106928 |     181925
    miss rate                        |     45.99% |     15.24% |     16.56% |     28.98%
    mpki                             |       0.69 |       0.49 |       8.43 |       1.69
DRAM summary                         |            |            |            |           
  num dram accesses                  |    6778107 |          0 |          0 |          0
  average dram access latency (ns)   |    9485.30 |        inf |        inf |        inf
  average dram queueing delay        |    9421.49 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     87.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
