                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999905 |  200124751 |   46268099 |   56347796
  Cycles                             |  144181760 |  144181760 |  144181760 |  144181760
  IPC                                |       1.73 |       1.39 |       0.32 |       0.39
  Time (ns)                          |   42406400 |   42406400 |   42406400 |   42406400
  Idle time (ns)                     |        230 |         50 |         15 |        -30
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8817242 |     244953 |     606351 |    9540806
  num incorrect                      |        378 |         19 |         15 |     100476
  misprediction rate                 |      0.00% |      0.01% |      0.00% |      1.04%
  mpki                               |       0.00 |       0.00 |       0.00 |       1.78
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   21253560 |   23596779 |    3347701 |    7544151
    num misses                       |         11 |          6 |          4 |          4
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   82958077 |  155103957 |   15578238 |   16049483
    num misses                       |      48169 |      15949 |     108199 |      22938
    miss rate                        |      0.06% |      0.01% |      0.69% |      0.14%
    mpki                             |       0.19 |       0.08 |       2.34 |       0.41
  L2 TLB                             |            |            |            |           
    num accesses                     |      48180 |      15955 |     108203 |      22942
    num misses                       |      44630 |      13734 |     108201 |      22942
    miss rate                        |     92.63% |     86.08% |    100.00% |    100.00%
    mpki                             |       0.18 |       0.07 |       2.34 |       0.41
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   21253560 |   23596779 |    3347701 |    7544151
    num cache misses                 |        170 |        347 |         25 |         17
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   82958077 |  155103957 |   15578238 |   16049483
    num cache misses                 |    2627561 |    1249088 |     964623 |    1467326
    miss rate                        |      3.17% |      0.81% |      6.19% |      9.14%
    mpki                             |      10.51 |       6.24 |      20.85 |      26.04
  Cache L2                           |            |            |            |           
    num cache accesses               |    2848617 |    1250894 |     964691 |    2046585
    num cache misses                 |    1067932 |     283878 |     904339 |     236053
    miss rate                        |     37.49% |     22.69% |     93.74% |     11.53%
    mpki                             |       4.27 |       1.42 |      19.55 |       4.19
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7943714 |          0 |          0 |          0
  average dram access latency (ns)   |    3103.44 |        inf |        inf |        inf
  average dram queueing delay        |    3039.64 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     93.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
