pc:4242936 decision:0
pc:4462576 decision:0
pc:4462592 decision:0
pc:4462597 decision:2
pc:4462606 decision:2
pc:4481193 decision:2
pc:4481440 decision:2
pc:4511387 decision:1
pc:4523357 decision:3
pc:4523367 decision:1
pc:4523413 decision:0
pc:4523425 decision:0
pc:4523439 decision:2
pc:4523442 decision:1
pc:4523457 decision:0
pc:4523485 decision:3
pc:4523493 decision:1
pc:4523522 decision:0
pc:4523541 decision:0
pc:4523609 decision:0
pc:4577013 decision:0
pc:4577022 decision:1
pc:5365392 decision:3
pc:5365394 decision:0
