                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999890 |   59178571 |  161188388 |    9430944
  Cycles                             |  208484940 |  208484940 |  208484940 |  208484940
  IPC                                |       1.20 |       0.28 |       0.77 |       0.05
  Time (ns)                          |   61319100 |   61319100 |   61319100 |   61319100
  Idle time (ns)                     |      24244 |         -2 |      22258 |      18505
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   42421595 |    4875641 |    5856212 |    1195345
  num incorrect                      |     101717 |     185006 |         72 |      77945
  misprediction rate                 |      0.24% |      3.66% |      0.00% |      6.12%
  mpki                               |       0.41 |       3.13 |       0.00 |       8.26
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   32037627 |    7214750 |   13422351 |    1526982
    num misses                       |          4 |         47 |          7 |      78572
    miss rate                        |      0.00% |      0.00% |      0.00% |      5.15%
    mpki                             |       0.00 |       0.00 |       0.00 |       8.33
  D-TLB                              |            |            |            |           
    num accesses                     |   74242672 |   24156654 |   53306818 |    3975152
    num misses                       |     103574 |       2932 |      26218 |      20682
    miss rate                        |      0.14% |      0.01% |      0.05% |      0.52%
    mpki                             |       0.41 |       0.05 |       0.16 |       2.19
  L2 TLB                             |            |            |            |           
    num accesses                     |     103578 |       2979 |      26225 |      99254
    num misses                       |     103578 |       2943 |      24263 |      14243
    miss rate                        |    100.00% |     98.79% |     92.52% |     14.35%
    mpki                             |       0.41 |       0.05 |       0.15 |       1.51
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   32037627 |    7214750 |   13422351 |    1526982
    num cache misses                 |         17 |       1113 |        101 |       4692
    miss rate                        |      0.00% |      0.02% |      0.00% |      0.31%
    mpki                             |       0.00 |       0.02 |       0.00 |       0.50
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   74242672 |   24156654 |   53306818 |    3975152
    num cache misses                 |    6626221 |     290666 |    1519652 |      31383
    miss rate                        |      8.93% |      1.20% |      2.85% |      0.79%
    mpki                             |      26.50 |       4.91 |       9.43 |       3.33
  Cache L2                           |            |            |            |           
    num cache accesses               |    9374655 |     297852 |    1626650 |      39800
    num cache misses                 |        138 |     128916 |     655919 |      14599
    miss rate                        |      0.00% |     43.28% |     40.32% |     36.68%
    mpki                             |       0.00 |       2.18 |       4.07 |       1.55
DRAM summary                         |            |            |            |           
  num dram accesses                  |   11753896 |          0 |          0 |          0
  average dram access latency (ns)   |   38318.23 |        inf |        inf |        inf
  average dram queueing delay        |   38254.42 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     95.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
