                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  216752839 |  124982656 |  112406689 |  249999908
  Cycles                             |  112705240 |  112705240 |  112705240 |  112705240
  IPC                                |       1.92 |       1.11 |       1.00 |       2.22
  Time (ns)                          |   33148600 |   33148600 |   33148600 |   33148600
  Idle time (ns)                     |         76 |        -35 |         -6 |        549
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    5685807 |   10283720 |    9228139 |    8162413
  num incorrect                      |        492 |     232939 |     208743 |      31041
  misprediction rate                 |      0.01% |      2.21% |      2.21% |      0.38%
  mpki                               |       0.00 |       1.86 |       1.86 |       0.12
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   21044773 |   14952003 |   13425969 |   21689044
    num misses                       |          5 |         97 |         97 |         20
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   98148817 |   33821133 |   30430500 |   73280098
    num misses                       |      31141 |      80749 |      71845 |        164
    miss rate                        |      0.03% |      0.24% |      0.24% |      0.00%
    mpki                             |       0.14 |       0.65 |       0.64 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |      31146 |      80846 |      71942 |        184
    num misses                       |      29148 |      68929 |      61677 |        183
    miss rate                        |     93.59% |     85.26% |     85.73% |     99.46%
    mpki                             |       0.13 |       0.55 |       0.55 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   21044773 |   14952003 |   13425969 |   21689044
    num cache misses                 |        119 |        454 |        454 |        268
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   98148817 |   33821133 |   30430500 |   73280098
    num cache misses                 |    2235616 |    1857057 |    1659914 |      17961
    miss rate                        |      2.28% |      5.49% |      5.45% |      0.02%
    mpki                             |      10.31 |      14.86 |      14.77 |       0.07
  Cache L2                           |            |            |            |           
    num cache accesses               |    2358897 |    1875324 |    1677153 |      31126
    num cache misses                 |     353255 |     204178 |     316126 |      10990
    miss rate                        |     14.98% |     10.89% |     18.85% |     35.31%
    mpki                             |       1.63 |       1.63 |       2.81 |       0.04
DRAM summary                         |            |            |            |           
  num dram accesses                  |    5300109 |          0 |          0 |          0
  average dram access latency (ns)   |     701.02 |        inf |        inf |        inf
  average dram queueing delay        |     637.21 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     80.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
