                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   98735436 |  249999877 |   73338842 |    8856389
  Cycles                             |  136182240 |  136182240 |  136182240 |  136182240
  IPC                                |       0.73 |       1.84 |       0.54 |       0.07
  Time (ns)                          |   40053600 |   40053600 |   40053600 |   40053600
  Idle time (ns)                     |        378 |        822 |        395 |        -82
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8074046 |    2177475 |   11865847 |     915992
  num incorrect                      |     214783 |      44355 |    1393189 |     178092
  misprediction rate                 |      2.59% |      2.00% |     10.51% |     16.28%
  mpki                               |       2.18 |       0.18 |      19.00 |      20.11
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   11717690 |   21339896 |   10838737 |    1629927
    num misses                       |         55 |          3 |     183903 |          7
    miss rate                        |      0.00% |      0.00% |      1.70% |      0.00%
    mpki                             |       0.00 |       0.00 |       2.51 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   41220665 |   74943574 |   29577346 |    5292578
    num misses                       |       4990 |     120551 |      10344 |     256803
    miss rate                        |      0.01% |      0.16% |      0.03% |      4.85%
    mpki                             |       0.05 |       0.48 |       0.14 |      29.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       5045 |     120554 |     194247 |     256810
    num misses                       |       3583 |     120554 |       9259 |     180577
    miss rate                        |     71.02% |    100.00% |      4.77% |     70.32%
    mpki                             |       0.04 |       0.48 |       0.13 |      20.39
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   11717690 |   21339896 |   10838737 |    1629927
    num cache misses                 |       2011 |         40 |      42461 |         70
    miss rate                        |      0.02% |      0.00% |      0.39% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.58 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   41220665 |   74943574 |   29577346 |    5292578
    num cache misses                 |     558803 |   12724686 |      59072 |     341379
    miss rate                        |      1.36% |     16.98% |      0.20% |      6.45%
    mpki                             |       5.66 |      50.90 |       0.81 |      38.55
  Cache L2                           |            |            |            |           
    num cache accesses               |     567509 |   12724733 |     111391 |     412489
    num cache misses                 |     182865 |    2228803 |      52712 |     217464
    miss rate                        |     32.22% |     17.52% |     47.32% |     52.72%
    mpki                             |       1.85 |       8.92 |       0.72 |      24.55
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7441372 |          0 |          0 |          0
  average dram access latency (ns)   |   18019.60 |        inf |        inf |        inf
  average dram queueing delay        |   17955.79 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     92.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
