                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999877 |   98833579 |   18967872 |   52251986
  Cycles                             |  138340220 |  138340220 |  138340220 |  138340220
  IPC                                |       1.81 |       0.71 |       0.14 |       0.38
  Time (ns)                          |   40688300 |   40688300 |   40688300 |   40688300
  Idle time (ns)                     |      93910 |        -73 |       3140 |      69906
  Idle time (%)                      |       0.2% |      -0.0% |       0.0% |       0.2%
Branch predictor stats               |            |            |            |           
  num correct                        |    2177475 |    1947251 |    1538513 |      68164
  num incorrect                      |      44355 |        389 |      63630 |         19
  misprediction rate                 |      2.00% |      0.02% |      3.97% |      0.03%
  mpki                               |       0.18 |       0.00 |       3.35 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   21339896 |    9278484 |    2317984 |    6156047
    num misses                       |          3 |          2 |         20 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   74943574 |   43645839 |    7365512 |   40522648
    num misses                       |     120551 |      13452 |        186 |       4417
    miss rate                        |      0.16% |      0.03% |      0.00% |      0.01%
    mpki                             |       0.48 |       0.14 |       0.01 |       0.08
  L2 TLB                             |            |            |            |           
    num accesses                     |     120554 |      13454 |        206 |       4423
    num misses                       |     120554 |      13454 |        206 |       3921
    miss rate                        |    100.00% |    100.00% |    100.00% |     88.65%
    mpki                             |       0.48 |       0.14 |       0.01 |       0.08
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   21339896 |    9278484 |    2317984 |    6156047
    num cache misses                 |         40 |         37 |        495 |        347
    miss rate                        |      0.00% |      0.00% |      0.02% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.03 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   74943574 |   43645839 |    7365512 |   40522648
    num cache misses                 |   12724691 |     830711 |       8654 |     340414
    miss rate                        |     16.98% |      1.90% |      0.12% |      0.84%
    mpki                             |      50.90 |       8.41 |       0.46 |       6.51
  Cache L2                           |            |            |            |           
    num cache accesses               |   12724742 |     830755 |      12584 |     342454
    num cache misses                 |    2193316 |     274305 |       6832 |      86513
    miss rate                        |     17.24% |     33.02% |     54.29% |     25.26%
    mpki                             |       8.77 |       2.78 |       0.36 |       1.66
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7712387 |          0 |          0 |          0
  average dram access latency (ns)   |   36808.15 |        inf |        inf |        inf
  average dram queueing delay        |   36744.35 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     94.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
