                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999900 |  207758153 |  208008702 |  107753416
  Cycles                             |  176986660 |  176986660 |  176986660 |  176986660
  IPC                                |       1.41 |       1.17 |       1.18 |       0.61
  Time (ns)                          |   52054900 |   52054900 |   52054900 |   52054900
  Idle time (ns)                     |        390 |         -0 |         45 |        -77
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   20458304 |   26923076 |   26955331 |   16173751
  num incorrect                      |     433430 |    1631046 |    1632439 |    1103219
  misprediction rate                 |      2.07% |      5.71% |      5.71% |      6.39%
  mpki                               |       1.73 |       7.85 |       7.85 |      10.24
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   29710477 |   33190342 |   33232627 |   17792785
    num misses                       |        170 |    1550255 |    1550255 |     151787
    miss rate                        |      0.00% |      4.67% |      4.66% |      0.85%
    mpki                             |       0.00 |       7.46 |       7.45 |       1.41
  D-TLB                              |            |            |            |           
    num accesses                     |   67103432 |   87986807 |   88109565 |   49840559
    num misses                       |     148851 |     443438 |     443568 |     833280
    miss rate                        |      0.22% |      0.50% |      0.50% |      1.67%
    mpki                             |       0.60 |       2.13 |       2.13 |       7.73
  L2 TLB                             |            |            |            |           
    num accesses                     |     149021 |    1993693 |    1993823 |     985067
    num misses                       |     126873 |     316559 |     316689 |     615400
    miss rate                        |     85.14% |     15.88% |     15.88% |     62.47%
    mpki                             |       0.51 |       1.52 |       1.52 |       5.71
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   29710477 |   33190342 |   33232627 |   17792785
    num cache misses                 |        473 |      74217 |      74217 |        665
    miss rate                        |      0.00% |      0.22% |      0.22% |      0.00%
    mpki                             |       0.00 |       0.36 |       0.36 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   67103432 |   87986807 |   88109565 |   49840559
    num cache misses                 |    3628481 |     762545 |     765523 |    2523332
    miss rate                        |      5.41% |      0.87% |      0.87% |      5.06%
    mpki                             |      14.51 |       3.67 |       3.68 |      23.42
  Cache L2                           |            |            |            |           
    num cache accesses               |    3643347 |     843134 |     846133 |    2961066
    num cache misses                 |     162138 |     213298 |     213589 |     618065
    miss rate                        |      4.45% |     25.30% |     25.24% |     20.87%
    mpki                             |       0.65 |       1.03 |       1.03 |       5.74
DRAM summary                         |            |            |            |           
  num dram accesses                  |    6317019 |          0 |          0 |          0
  average dram access latency (ns)   |     111.35 |        inf |        inf |        inf
  average dram queueing delay        |      47.54 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     60.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
