                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  248963152 |  249999905 |  163804554 |   69203198
  Cycles                             |  181016000 |  181016000 |  181016000 |  181016000
  IPC                                |       1.38 |       1.38 |       0.90 |       0.38
  Time (ns)                          |   53240000 |   53240000 |   53240000 |   53240000
  Idle time (ns)                     |         60 |        447 |         31 |        -13
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8688523 |    8817242 |   28207375 |   11190851
  num incorrect                      |      44965 |        378 |     101170 |    1315403
  misprediction rate                 |      0.51% |      0.00% |      0.36% |     10.52%
  mpki                               |       0.18 |       0.00 |       0.62 |      19.01
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20318400 |   21253560 |   23101772 |   10227980
    num misses                       |         62 |         11 |          4 |     173673
    miss rate                        |      0.00% |      0.00% |      0.00% |      1.70%
    mpki                             |       0.00 |       0.00 |       0.00 |       2.51
  D-TLB                              |            |            |            |           
    num accesses                     |  141550272 |   82958077 |   44127266 |   27926524
    num misses                       |      13100 |      48169 |      65486 |       9799
    miss rate                        |      0.01% |      0.06% |      0.15% |      0.04%
    mpki                             |       0.05 |       0.19 |       0.40 |       0.14
  L2 TLB                             |            |            |            |           
    num accesses                     |      13162 |      48180 |      65490 |     183472
    num misses                       |       6503 |      44630 |      65490 |       8749
    miss rate                        |     49.41% |     92.63% |    100.00% |      4.77%
    mpki                             |       0.03 |       0.18 |       0.40 |       0.13
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20318400 |   21253560 |   23101772 |   10227980
    num cache misses                 |        355 |        170 |         17 |      40148
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.39%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.58
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  141550272 |   82958077 |   44127266 |   27926524
    num cache misses                 |    1003645 |    2627634 |    4189476 |      55940
    miss rate                        |      0.71% |      3.17% |      9.49% |      0.20%
    mpki                             |       4.03 |      10.51 |      25.58 |       0.81
  Cache L2                           |            |            |            |           
    num cache accesses               |    1004894 |    2848716 |    5586900 |     105441
    num cache misses                 |     460652 |    1064696 |      10043 |      53053
    miss rate                        |     45.84% |     37.37% |      0.18% |     50.32%
    mpki                             |       1.85 |       4.26 |       0.06 |       0.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |   10074108 |          0 |          0 |          0
  average dram access latency (ns)   |    7653.30 |        inf |        inf |        inf
  average dram queueing delay        |    7589.49 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     94.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
