                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  126305643 |   10776448 |  170936914 |  249999901
  Cycles                             |  116897100 |  116897100 |  116897100 |  116897100
  IPC                                |       1.08 |       0.09 |       1.46 |       2.14
  Time (ns)                          |   34381500 |   34381500 |   34381500 |   34381500
  Idle time (ns)                     |         72 |         -4 |         90 |        425
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    2560018 |    2148389 |     212626 |    8723419
  num incorrect                      |         21 |     225674 |         19 |      44972
  misprediction rate                 |      0.00% |      9.51% |      0.01% |      0.51%
  mpki                               |       0.00 |      20.94 |       0.00 |       0.18
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   11595877 |    1699248 |   20151194 |   20402598
    num misses                       |          3 |          3 |          6 |         62
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   48206052 |    4425127 |  132502864 |  142141424
    num misses                       |      68832 |     857636 |      13804 |      13146
    miss rate                        |      0.14% |     19.38% |      0.01% |      0.01%
    mpki                             |       0.54 |      79.58 |       0.08 |       0.05
  L2 TLB                             |            |            |            |           
    num accesses                     |      68835 |     857639 |      13810 |      13208
    num misses                       |      54399 |     628859 |      11915 |       6516
    miss rate                        |     79.03% |     73.32% |     86.28% |     49.33%
    mpki                             |       0.43 |      58.35 |       0.07 |       0.03
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   11595877 |    1699248 |   20151194 |   20402598
    num cache misses                 |         73 |         64 |        347 |        355
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.01 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   48206052 |    4425127 |  132502864 |  142141424
    num cache misses                 |    2690407 |    1154626 |    1076377 |    1007770
    miss rate                        |      5.58% |     26.09% |      0.81% |      0.71%
    mpki                             |      21.30 |     107.14 |       6.30 |       4.03
  Cache L2                           |            |            |            |           
    num cache accesses               |    3711630 |    1306618 |    1077925 |    1008916
    num cache misses                 |     199877 |     705707 |     244776 |     472094
    miss rate                        |      5.39% |     54.01% |     22.71% |     46.79%
    mpki                             |       1.58 |      65.49 |       1.43 |       1.89
DRAM summary                         |            |            |            |           
  num dram accesses                  |    6204148 |          0 |          0 |          0
  average dram access latency (ns)   |    1333.28 |        inf |        inf |        inf
  average dram queueing delay        |    1269.47 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     90.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
