                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  168514532 |  139302736 |  139162211 |  249999908
  Cycles                             |  111250720 |  111250720 |  111250720 |  111250720
  IPC                                |       1.51 |       1.25 |       1.25 |       2.25
  Time (ns)                          |   32720800 |   32720800 |   32720800 |   32720800
  Idle time (ns)                     |         -1 |         -0 |         13 |        273
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    4113516 |   11448875 |   11441918 |    8162413
  num incorrect                      |        480 |     261810 |     261522 |      31041
  misprediction rate                 |      0.01% |      2.24% |      2.23% |      0.38%
  mpki                               |       0.00 |       1.88 |       1.88 |       0.12
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   16206993 |   16643292 |   16629223 |   21689044
    num misses                       |          5 |        111 |        111 |         20
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   75889166 |   37856415 |   37819775 |   73280098
    num misses                       |      23897 |      90964 |      90932 |        164
    miss rate                        |      0.03% |      0.24% |      0.24% |      0.00%
    mpki                             |       0.14 |       0.65 |       0.65 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |      23902 |      91075 |      91043 |        184
    num misses                       |      22790 |      77559 |      77528 |        183
    miss rate                        |     95.35% |     85.16% |     85.16% |     99.46%
    mpki                             |       0.14 |       0.56 |       0.56 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   16206993 |   16643292 |   16629223 |   21689044
    num cache misses                 |        119 |        454 |        454 |        268
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   75889166 |   37856415 |   37819775 |   73280098
    num cache misses                 |    1655645 |    2066235 |    2064512 |      15643
    miss rate                        |      2.18% |      5.46% |      5.46% |      0.02%
    mpki                             |       9.82 |      14.83 |      14.84 |       0.06
  Cache L2                           |            |            |            |           
    num cache accesses               |    1726866 |    2083938 |    2081752 |      26562
    num cache misses                 |     418232 |     169698 |     166545 |       9780
    miss rate                        |     24.22% |      8.14% |      8.00% |     36.82%
    mpki                             |       2.48 |       1.22 |       1.20 |       0.04
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3986609 |          0 |          0 |          0
  average dram access latency (ns)   |    1036.61 |        inf |        inf |        inf
  average dram queueing delay        |     972.81 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     60.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
