                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999909 |   87220630 |   87335656 |  200847817
  Cycles                             |  194063500 |  194063500 |  194063500 |  194063500
  IPC                                |       1.29 |       0.45 |       0.45 |       1.03
  Time (ns)                          |   57077500 |   57077500 |   57077500 |   57077500
  Idle time (ns)                     |        302 |        -47 |        -52 |        -56
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8795319 |    1159596 |    1160752 |   26034390
  num incorrect                      |         49 |         25 |         25 |    1592947
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      5.77%
  mpki                               |       0.00 |       0.00 |       0.00 |       7.93
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   21008862 |    6617064 |    6625734 |   32027388
    num misses                       |          4 |          4 |          4 |    1550255
    miss rate                        |      0.00% |      0.00% |      0.00% |      4.84%
    mpki                             |       0.00 |       0.00 |       0.00 |       7.72
  D-TLB                              |            |            |            |           
    num accesses                     |  152178201 |   29257088 |   29294949 |   84595688
    num misses                       |      71385 |     193696 |     193850 |     439885
    miss rate                        |      0.05% |      0.66% |      0.66% |      0.52%
    mpki                             |       0.29 |       2.22 |       2.22 |       2.19
  L2 TLB                             |            |            |            |           
    num accesses                     |      71389 |     193700 |     193854 |    1990140
    num misses                       |      71377 |     193696 |     193850 |     313008
    miss rate                        |     99.98% |    100.00% |    100.00% |     15.73%
    mpki                             |       0.29 |       2.22 |       2.22 |       1.56
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   21008862 |    6617064 |    6625734 |   32027388
    num cache misses                 |         99 |         31 |         31 |      74215
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.23%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.37
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  152178201 |   29257088 |   29294949 |   84595688
    num cache misses                 |    4773144 |    1818046 |    1820467 |     680437
    miss rate                        |      3.14% |      6.21% |      6.21% |      0.80%
    mpki                             |      19.09 |      20.84 |      20.84 |       3.39
  Cache L2                           |            |            |            |           
    num cache accesses               |    4942941 |    1818137 |    1820557 |     761758
    num cache misses                 |     691919 |    1686097 |    1688027 |     233664
    miss rate                        |     14.00% |     92.74% |     92.72% |     30.67%
    mpki                             |       2.77 |      19.33 |      19.33 |       1.16
DRAM summary                         |            |            |            |           
  num dram accesses                  |    9904462 |          0 |          0 |          0
  average dram access latency (ns)   |     495.01 |        inf |        inf |        inf
  average dram queueing delay        |     431.20 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     86.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
