PC: 0 prefetch_hits + misses: 1566 prefetch_hits: 176 accuracy: 0.112388
PC: 4195710 prefetch_hits + misses: 63 prefetch_hits: 1 accuracy: 0.015873
PC: 4195815 prefetch_hits + misses: 22 prefetch_hits: 0 accuracy: 0
PC: 4195865 prefetch_hits + misses: 16 prefetch_hits: 2 accuracy: 0.125
PC: 4195871 prefetch_hits + misses: 2 prefetch_hits: 0 accuracy: 0
PC: 4195921 prefetch_hits + misses: 17 prefetch_hits: 1 accuracy: 0.0588235
PC: 4195951 prefetch_hits + misses: 6 prefetch_hits: 0 accuracy: 0
PC: 4195960 prefetch_hits + misses: 14 prefetch_hits: 1 accuracy: 0.0714286
PC: 4195991 prefetch_hits + misses: 6 prefetch_hits: 1 accuracy: 0.166667
PC: 4196023 prefetch_hits + misses: 12 prefetch_hits: 0 accuracy: 0
PC: 4199338 prefetch_hits + misses: 3 prefetch_hits: 0 accuracy: 0
PC: 4199561 prefetch_hits + misses: 43 prefetch_hits: 5 accuracy: 0.116279
PC: 4199849 prefetch_hits + misses: 12 prefetch_hits: 9 accuracy: 0.75
PC: 4203648 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4203652 prefetch_hits + misses: 47079 prefetch_hits: 0 accuracy: 0
PC: 4203716 prefetch_hits + misses: 148 prefetch_hits: 0 accuracy: 0
PC: 4204342 prefetch_hits + misses: 72 prefetch_hits: 3 accuracy: 0.0416667
PC: 4204946 prefetch_hits + misses: 18 prefetch_hits: 0 accuracy: 0
PC: 4205014 prefetch_hits + misses: 17462 prefetch_hits: 5661 accuracy: 0.32419
PC: 4205504 prefetch_hits + misses: 3 prefetch_hits: 0 accuracy: 0
PC: 4205553 prefetch_hits + misses: 2 prefetch_hits: 0 accuracy: 0
PC: 4208204 prefetch_hits + misses: 65 prefetch_hits: 0 accuracy: 0
PC: 4208279 prefetch_hits + misses: 123 prefetch_hits: 9 accuracy: 0.0731707
PC: 4208345 prefetch_hits + misses: 123 prefetch_hits: 0 accuracy: 0
PC: 4208434 prefetch_hits + misses: 638 prefetch_hits: 139 accuracy: 0.217868
PC: 4208448 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4208541 prefetch_hits + misses: 35 prefetch_hits: 0 accuracy: 0
PC: 4208574 prefetch_hits + misses: 8 prefetch_hits: 0 accuracy: 0
PC: 4208577 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4208636 prefetch_hits + misses: 2 prefetch_hits: 0 accuracy: 0
PC: 4208644 prefetch_hits + misses: 2 prefetch_hits: 0 accuracy: 0
PC: 4208685 prefetch_hits + misses: 2 prefetch_hits: 0 accuracy: 0
PC: 4208709 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4211546 prefetch_hits + misses: 56 prefetch_hits: 0 accuracy: 0
PC: 4211584 prefetch_hits + misses: 3 prefetch_hits: 0 accuracy: 0
PC: 4216272 prefetch_hits + misses: 2 prefetch_hits: 0 accuracy: 0
PC: 4216304 prefetch_hits + misses: 9 prefetch_hits: 0 accuracy: 0
PC: 4221415 prefetch_hits + misses: 5 prefetch_hits: 0 accuracy: 0
PC: 4222080 prefetch_hits + misses: 3 prefetch_hits: 0 accuracy: 0
PC: 4222104 prefetch_hits + misses: 50005 prefetch_hits: 2 accuracy: 3.9996e-05
PC: 4222122 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4222134 prefetch_hits + misses: 11277 prefetch_hits: 0 accuracy: 0
