                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   42948806 |   39896233 |    4925943 |  249999890
  Cycles                             |  185946680 |  185946680 |  185946680 |  185946680
  IPC                                |       0.23 |       0.21 |       0.03 |       1.34
  Time (ns)                          |   54690200 |   54690200 |   54690200 |   54690200
  Idle time (ns)                     |        -16 |    1686051 |    1676809 |    1694592
  Idle time (%)                      |      -0.0% |       3.1% |       3.1% |       3.1%
Branch predictor stats               |            |            |            |           
  num correct                        |    1391078 |    3728647 |     326666 |   42421595
  num incorrect                      |       4677 |         49 |      50233 |     101717
  misprediction rate                 |      0.34% |      0.00% |     13.33% |      0.24%
  mpki                               |       0.11 |       0.00 |      10.20 |       0.41
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    3714793 |    2956637 |     593638 |   32037627
    num misses                       |         18 |          4 |          9 |          4
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   12591558 |   13269977 |    2417357 |   74242672
    num misses                       |         69 |      11139 |        242 |     103574
    miss rate                        |      0.00% |      0.08% |      0.01% |      0.14%
    mpki                             |       0.00 |       0.28 |       0.05 |       0.41
  L2 TLB                             |            |            |            |           
    num accesses                     |         87 |      11143 |        251 |     103578
    num misses                       |         87 |      11131 |        185 |     103578
    miss rate                        |    100.00% |     99.89% |     73.71% |    100.00%
    mpki                             |       0.00 |       0.28 |       0.04 |       0.41
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    3714793 |    2956637 |     593638 |   32037627
    num cache misses                 |        212 |         99 |        205 |         17
    miss rate                        |      0.01% |      0.00% |      0.03% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.04 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   12591558 |   13269977 |    2417357 |   74242672
    num cache misses                 |       5294 |     718962 |      55633 |    6626221
    miss rate                        |      0.04% |      5.42% |      2.30% |      8.93%
    mpki                             |       0.12 |      18.02 |      11.29 |      26.50
  Cache L2                           |            |            |            |           
    num cache accesses               |       9882 |     888368 |      61131 |    9374654
    num cache misses                 |       1635 |       4088 |       8666 |        140
    miss rate                        |     16.55% |      0.46% |     14.18% |      0.00%
    mpki                             |       0.04 |       0.10 |       1.76 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |   10235017 |          0 |          0 |          0
  average dram access latency (ns)   |  259053.68 |        inf |        inf |        inf
  average dram queueing delay        |  258989.87 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     93.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
