                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  104532291 |  249999877 |   68560379 |    8908368
  Cycles                             |  131388920 |  131388920 |  131388920 |  131388920
  IPC                                |       0.80 |       1.90 |       0.52 |       0.07
  Time (ns)                          |   38643800 |   38643800 |   38643800 |   38643800
  Idle time (ns)                     |         14 |        301 |         57 |         -4
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8544392 |    2177475 |   11087811 |     921212
  num incorrect                      |     220427 |      44355 |    1302371 |     179174
  misprediction rate                 |      2.51% |      2.00% |     10.51% |     16.28%
  mpki                               |       2.11 |       0.18 |      19.00 |      20.11
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   12383031 |   21339896 |   10133912 |    1640227
    num misses                       |         55 |          3 |     171713 |          7
    miss rate                        |      0.00% |      0.00% |      1.69% |      0.00%
    mpki                             |       0.00 |       0.00 |       2.50 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   43718034 |   74943574 |   27666535 |    5323877
    num misses                       |       5285 |     120551 |       9610 |     258135
    miss rate                        |      0.01% |      0.16% |      0.03% |      4.85%
    mpki                             |       0.05 |       0.48 |       0.14 |      28.98
  L2 TLB                             |            |            |            |           
    num accesses                     |       5340 |     120554 |     181323 |     258142
    num misses                       |       3670 |     120554 |       8631 |     181780
    miss rate                        |     68.73% |    100.00% |      4.76% |     70.42%
    mpki                             |       0.04 |       0.48 |       0.13 |      20.41
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   12383031 |   21339896 |   10133912 |    1640227
    num cache misses                 |       2035 |         40 |      39687 |         70
    miss rate                        |      0.02% |      0.00% |      0.39% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.58 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   43718034 |   74943574 |   27666535 |    5323877
    num cache misses                 |     598148 |   12724681 |      55481 |     342508
    miss rate                        |      1.37% |     16.98% |      0.20% |      6.43%
    mpki                             |       5.72 |      50.90 |       0.81 |      38.45
  Cache L2                           |            |            |            |           
    num cache accesses               |     606427 |   12724726 |     104480 |     413874
    num cache misses                 |     175770 |    2126409 |      58714 |     289699
    miss rate                        |     28.98% |     16.71% |     56.20% |     70.00%
    mpki                             |       1.68 |       8.51 |       0.86 |      32.52
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7069969 |          0 |          0 |          0
  average dram access latency (ns)   |   10273.78 |        inf |        inf |        inf
  average dram queueing delay        |   10209.97 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     91.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
