                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   18287366 |  173140708 |   54475400 |  249999877
  Cycles                             |  132942380 |  132942380 |  132942380 |  132942380
  IPC                                |       0.14 |       1.30 |       0.41 |       1.88
  Time (ns)                          |   39100700 |   39100700 |   39100700 |   39100700
  Idle time (ns)                     |        -84 |       3795 |       4149 |      14690
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    2952176 |    6022775 |    4456894 |    2177475
  num incorrect                      |     346116 |      28385 |     173104 |      44355
  misprediction rate                 |     10.49% |      0.47% |      3.74% |      2.00%
  mpki                               |      18.93 |       0.16 |       3.18 |       0.18
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    2704456 |   14124327 |    6640476 |   21339896
    num misses                       |      44134 |         53 |         33 |          3
    miss rate                        |      1.63% |      0.00% |      0.00% |      0.00%
    mpki                             |       2.41 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    7380057 |   98459258 |   21723169 |   74943574
    num misses                       |       2190 |       8980 |       1648 |     120551
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.16%
    mpki                             |       0.12 |       0.05 |       0.03 |       0.48
  L2 TLB                             |            |            |            |           
    num accesses                     |      46324 |       9033 |       1681 |     120554
    num misses                       |       2239 |       5425 |       1647 |     120554
    miss rate                        |      4.83% |     60.06% |     97.98% |    100.00%
    mpki                             |       0.12 |       0.03 |       0.03 |       0.48
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    2704456 |   14124327 |    6640476 |   21339896
    num cache misses                 |      11315 |        353 |        716 |         40
    miss rate                        |      0.42% |      0.00% |      0.01% |      0.00%
    mpki                             |       0.62 |       0.00 |       0.01 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    7380057 |   98459258 |   21723169 |   74943574
    num cache misses                 |      16379 |     696815 |     148777 |   12724682
    miss rate                        |      0.22% |      0.71% |      0.68% |     16.98%
    mpki                             |       0.90 |       4.02 |       2.73 |      50.90
  Cache L2                           |            |            |            |           
    num cache accesses               |      31167 |     697962 |     155846 |   12724728
    num cache misses                 |      20431 |     427932 |      65422 |    2196717
    miss rate                        |     65.55% |     61.31% |     41.98% |     17.26%
    mpki                             |       1.12 |       2.47 |       1.20 |       8.79
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7290665 |          0 |          0 |          0
  average dram access latency (ns)   |   18878.98 |        inf |        inf |        inf
  average dram queueing delay        |   18815.17 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     93.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
