                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  227901734 |  249999905 |   77485512 |  191311035
  Cycles                             |  157042600 |  157042600 |  157042600 |  157042600
  IPC                                |       1.45 |       1.59 |       0.49 |       1.22
  Time (ns)                          |   46189000 |   46189000 |   46189000 |   46189000
  Idle time (ns)                     |         36 |        213 |         17 |        -37
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     276391 |    8817242 |   11693992 |   24673570
  num incorrect                      |         19 |        378 |     784196 |    1542335
  misprediction rate                 |      0.01% |      0.00% |      6.28% |      5.88%
  mpki                               |       0.00 |       0.00 |      10.12 |       8.06
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   26875008 |   21253560 |   12799056 |   30590858
    num misses                       |          6 |         11 |     106164 |    1550243
    miss rate                        |      0.00% |      0.00% |      0.83% |      5.07%
    mpki                             |       0.00 |       0.00 |       1.37 |       8.10
  D-TLB                              |            |            |            |           
    num accesses                     |  176616620 |   82958077 |   35826733 |   80242993
    num misses                       |      18028 |      48169 |     603471 |     410046
    miss rate                        |      0.01% |      0.06% |      1.68% |      0.51%
    mpki                             |       0.08 |       0.19 |       7.79 |       2.14
  L2 TLB                             |            |            |            |           
    num accesses                     |      18034 |      48180 |     709635 |    1960289
    num misses                       |      15523 |      44630 |     448288 |     283368
    miss rate                        |     86.08% |     92.63% |     63.17% |     14.46%
    mpki                             |       0.07 |       0.18 |       5.79 |       1.48
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   26875008 |   21253560 |   12799056 |   30590858
    num cache misses                 |        347 |        170 |        665 |      74162
    miss rate                        |      0.00% |      0.00% |      0.01% |      0.24%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.39
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  176616620 |   82958077 |   35826733 |   80242993
    num cache misses                 |    1415991 |    2627525 |    1829549 |     544408
    miss rate                        |      0.80% |      3.17% |      5.11% |      0.68%
    mpki                             |       6.21 |      10.51 |      23.61 |       2.85
  Cache L2                           |            |            |            |           
    num cache accesses               |    1417524 |    2847679 |    2158362 |     624398
    num cache misses                 |     331249 |    1109053 |     608798 |     124113
    miss rate                        |     23.37% |     38.95% |     28.21% |     19.88%
    mpki                             |       1.45 |       4.44 |       7.86 |       0.65
DRAM summary                         |            |            |            |           
  num dram accesses                  |    6749197 |          0 |          0 |          0
  average dram access latency (ns)   |    1783.74 |        inf |        inf |        inf
  average dram queueing delay        |    1719.94 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     73.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
