                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    3851664 |  249999877 |   23294191 |    1193848
  Cycles                             |  131943800 |  131943800 |  131943800 |  131943800
  IPC                                |       0.03 |       1.89 |       0.18 |       0.01
  Time (ns)                          |   38807000 |   38807000 |   38807000 |   38807000
  Idle time (ns)                     |       2114 |       2573 |       2246 |        -31
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     319293 |    2177475 |     531462 |     198063
  num incorrect                      |       8602 |      44355 |         13 |      10031
  misprediction rate                 |      2.62% |      2.00% |      0.00% |      4.82%
  mpki                               |       2.23 |       0.18 |       0.00 |       8.40
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     457245 |   21339896 |    2115838 |     199036
    num misses                       |         35 |          3 |          1 |        207
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.10%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.17
  D-TLB                              |            |            |            |           
    num accesses                     |    1137074 |   74943574 |    7488650 |     546621
    num misses                       |       2736 |     120551 |       9321 |       7139
    miss rate                        |      0.24% |      0.16% |      0.12% |      1.31%
    mpki                             |       0.71 |       0.48 |       0.40 |       5.98
  L2 TLB                             |            |            |            |           
    num accesses                     |       2771 |     120554 |       9322 |       7346
    num misses                       |       2441 |     120554 |       7559 |       6407
    miss rate                        |     88.09% |    100.00% |     81.09% |     87.22%
    mpki                             |       0.63 |       0.48 |       0.32 |       5.37
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     457245 |   21339896 |    2115838 |     199036
    num cache misses                 |        375 |         40 |         13 |        333
    miss rate                        |      0.08% |      0.00% |      0.00% |      0.17%
    mpki                             |       0.10 |       0.00 |       0.00 |       0.28
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    1137074 |   74943574 |    7488650 |     546621
    num cache misses                 |      54052 |   12724690 |     544596 |      30668
    miss rate                        |      4.75% |     16.98% |      7.27% |      5.61%
    mpki                             |      14.03 |      50.90 |      23.38 |      25.69
  Cache L2                           |            |            |            |           
    num cache accesses               |      56501 |   12724741 |     747861 |      41752
    num cache misses                 |      25024 |    2316393 |      47569 |      28742
    miss rate                        |     44.29% |     18.20% |      6.36% |     68.84%
    mpki                             |       6.50 |       9.27 |       2.04 |      24.08
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7378098 |          0 |          0 |          0
  average dram access latency (ns)   |   12487.60 |        inf |        inf |        inf
  average dram queueing delay        |   12423.80 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     95.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
