                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   34706405 |    3852312 |     263479 |  249999890
  Cycles                             |  191174180 |  191174180 |  191174180 |  191174180
  IPC                                |       0.18 |       0.02 |       0.00 |       1.31
  Time (ns)                          |   56227700 |   56227700 |   56227700 |   56227700
  Idle time (ns)                     |    4209075 |        -40 |    3772050 |    4223726
  Idle time (%)                      |       7.5% |      -0.0% |       6.7% |       7.5%
Branch predictor stats               |            |            |            |           
  num correct                        |    1196575 |     601684 |      37592 |   42421595
  num incorrect                      |       3941 |      30769 |       5341 |     101717
  misprediction rate                 |      0.33% |      4.87% |     12.44% |      0.24%
  mpki                               |       0.11 |       7.99 |      20.27 |       0.41
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    2826447 |     620774 |      25669 |   32037627
    num misses                       |         29 |       1763 |          1 |          4
    miss rate                        |      0.00% |      0.28% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.46 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   19753275 |    1770546 |     111990 |   74242672
    num misses                       |       1827 |      26875 |       9232 |     103574
    miss rate                        |      0.01% |      1.52% |      8.24% |      0.14%
    mpki                             |       0.05 |       6.98 |      35.04 |       0.41
  L2 TLB                             |            |            |            |           
    num accesses                     |       1856 |      28638 |       9233 |     103578
    num misses                       |       1708 |      20382 |       7176 |     103578
    miss rate                        |     92.03% |     71.17% |     77.72% |    100.00%
    mpki                             |       0.05 |       5.29 |      27.24 |       0.41
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    2826447 |     620774 |      25669 |   32037627
    num cache misses                 |        322 |        349 |          3 |         17
    miss rate                        |      0.01% |      0.06% |      0.01% |      0.00%
    mpki                             |       0.01 |       0.09 |       0.01 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   19753275 |    1770546 |     111990 |   74242672
    num cache misses                 |     139985 |      85349 |      24639 |    6626221
    miss rate                        |      0.71% |      4.82% |     22.00% |      8.93%
    mpki                             |       4.03 |      22.16 |      93.51 |      26.50
  Cache L2                           |            |            |            |           
    num cache accesses               |     140525 |     107473 |      27088 |    9374654
    num cache misses                 |      98471 |      59019 |      19819 |        144
    miss rate                        |     70.07% |     54.92% |     73.17% |      0.00%
    mpki                             |       2.84 |      15.32 |      75.22 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |    9668841 |          0 |          0 |          0
  average dram access latency (ns)   |  422328.11 |        inf |        inf |        inf
  average dram queueing delay        |  422264.31 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     86.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
