                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  113722248 |   62795294 |    6930980 |  249999890
  Cycles                             |  192369620 |  192369620 |  192369620 |  192369620
  IPC                                |       0.59 |       0.33 |       0.04 |       1.30
  Time (ns)                          |   56579300 |   56579300 |   56579300 |   56579300
  Idle time (ns)                     |        -76 |      16934 |       2441 |      17767
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    3716088 |    4280859 |     395706 |   42421595
  num incorrect                      |      14164 |         49 |      60133 |     101717
  misprediction rate                 |      0.38% |      0.00% |     13.19% |      0.24%
  mpki                               |       0.12 |       0.00 |       8.68 |       0.41
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    9869346 |    4924139 |     810851 |   32037627
    num misses                       |         20 |          4 |          9 |          4
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   33333019 |   28409504 |    3410419 |   74242672
    num misses                       |        108 |      17707 |        319 |     103574
    miss rate                        |      0.00% |      0.06% |      0.01% |      0.14%
    mpki                             |       0.00 |       0.28 |       0.05 |       0.41
  L2 TLB                             |            |            |            |           
    num accesses                     |        128 |      17711 |        328 |     103578
    num misses                       |        128 |      17699 |        188 |     103578
    miss rate                        |    100.00% |     99.93% |     57.32% |    100.00%
    mpki                             |       0.00 |       0.28 |       0.03 |       0.41
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    9869346 |    4924139 |     810851 |   32037627
    num cache misses                 |        268 |         99 |        205 |         17
    miss rate                        |      0.00% |      0.00% |      0.03% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.03 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   33333019 |   28409504 |    3410419 |   74242672
    num cache misses                 |      12326 |    1160903 |      72458 |    6626221
    miss rate                        |      0.04% |      4.09% |      2.12% |      8.93%
    mpki                             |       0.11 |      18.49 |      10.45 |      26.50
  Cache L2                           |            |            |            |           
    num cache accesses               |      22483 |    1330431 |      76779 |    9374655
    num cache misses                 |       5045 |      15758 |      11579 |        143
    miss rate                        |     22.44% |      1.18% |     15.08% |      0.00%
    mpki                             |       0.04 |       0.25 |       1.67 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |   10689567 |          0 |          0 |          0
  average dram access latency (ns)   |  100087.22 |        inf |        inf |        inf
  average dram queueing delay        |  100023.41 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     94.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
