                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999901 |   15922632 |  170134201 |   29540396
  Cycles                             |  115466380 |  115466380 |  115466380 |  115466380
  IPC                                |       2.17 |       0.14 |       1.47 |       0.26
  Time (ns)                          |   33960700 |   33960700 |   33960700 |   33960700
  Idle time (ns)                     |        242 |        -29 |         75 |        -20
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8723419 |    1654413 |     212118 |    5878399
  num incorrect                      |      44972 |     315164 |         19 |     613095
  misprediction rate                 |      0.51% |     16.00% |      0.01% |      9.44%
  mpki                               |       0.18 |      19.79 |       0.00 |      20.75
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20402598 |    2900174 |   20055980 |    4475300
    num misses                       |         62 |          7 |          6 |          3
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  142141424 |    9508908 |  131883434 |   12149925
    num misses                       |      13146 |     469752 |      13765 |    2347699
    miss rate                        |      0.01% |      4.94% |      0.01% |     19.32%
    mpki                             |       0.05 |      29.50 |       0.08 |      79.47
  L2 TLB                             |            |            |            |           
    num accesses                     |      13208 |     469759 |      13771 |    2347702
    num misses                       |       6516 |     345149 |      11883 |    1731060
    miss rate                        |     49.33% |     73.47% |     86.29% |     73.73%
    mpki                             |       0.03 |      21.68 |       0.07 |      58.60
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20402598 |    2900174 |   20055980 |    4475300
    num cache misses                 |        355 |         71 |        347 |         67
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  142141424 |    9508908 |  131883434 |   12149925
    num cache misses                 |    1007724 |     642522 |    1072623 |    3114447
    miss rate                        |      0.71% |      6.76% |      0.81% |     25.63%
    mpki                             |       4.03 |      40.35 |       6.30 |     105.43
  Cache L2                           |            |            |            |           
    num cache accesses               |    1008824 |     764945 |    1073997 |    3455963
    num cache misses                 |     462725 |     530516 |     240607 |     541534
    miss rate                        |     45.87% |     69.35% |     22.40% |     15.67%
    mpki                             |       1.85 |      33.32 |       1.41 |      18.33
DRAM summary                         |            |            |            |           
  num dram accesses                  |    5122807 |          0 |          0 |          0
  average dram access latency (ns)   |    1092.55 |        inf |        inf |        inf
  average dram queueing delay        |    1028.74 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     75.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
