                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  180777148 |   12091918 |  249999877 |    8150897
  Cycles                             |  132287200 |  132287200 |  132287200 |  132287200
  IPC                                |       1.37 |       0.09 |       1.89 |       0.06
  Time (ns)                          |   38908000 |   38908000 |   38908000 |   38908000
  Idle time (ns)                     |       2124 |        466 |       5620 |        -99
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    6300505 |     648262 |    2177475 |     567316
  num incorrect                      |      31547 |      98124 |      44355 |      86686
  misprediction rate                 |      0.50% |     13.15% |      2.00% |     13.25%
  mpki                               |       0.17 |       8.11 |       0.18 |      10.64
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   14751730 |    1397681 |   21339896 |     992736
    num misses                       |         55 |          9 |          3 |          9
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  102782012 |    5953568 |   74943574 |    3994924
    num misses                       |       9368 |        428 |     120551 |        330
    miss rate                        |      0.01% |      0.01% |      0.16% |      0.01%
    mpki                             |       0.05 |       0.04 |       0.48 |       0.04
  L2 TLB                             |            |            |            |           
    num accesses                     |       9423 |        437 |     120554 |        339
    num misses                       |       5510 |        192 |     120554 |        191
    miss rate                        |     58.47% |     43.94% |    100.00% |     56.34%
    mpki                             |       0.03 |       0.02 |       0.48 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   14751730 |    1397681 |   21339896 |     992736
    num cache misses                 |        355 |        205 |         40 |        205
    miss rate                        |      0.00% |      0.01% |      0.00% |      0.02%
    mpki                             |       0.00 |       0.02 |       0.00 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  102782012 |    5953568 |   74943574 |    3994924
    num cache misses                 |     728302 |     120267 |   12724681 |      93697
    miss rate                        |      0.71% |      2.02% |     16.98% |      2.35%
    mpki                             |       4.03 |       9.95 |      50.90 |      11.50
  Cache L2                           |            |            |            |           
    num cache accesses               |     729660 |     133099 |   12724727 |     105307
    num cache misses                 |     461635 |      21718 |    2192563 |      20517
    miss rate                        |     63.27% |     16.32% |     17.23% |     19.48%
    mpki                             |       2.55 |       1.80 |       8.77 |       2.52
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7300609 |          0 |          0 |          0
  average dram access latency (ns)   |   18179.04 |        inf |        inf |        inf
  average dram queueing delay        |   18115.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     93.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
