                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999877 |  203534041 |   12526929 |   26346763
  Cycles                             |  295605180 |  295605180 |  295605180 |  295605180
  IPC                                |       0.85 |       0.69 |       0.04 |       0.09
  Time (ns)                          |   86942700 |   86942700 |   86942700 |   86942700
  Idle time (ns)                     |      10208 |        -18 |       9904 |       9900
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    2177475 |   34775108 |     285801 |    2136416
  num incorrect                      |      44355 |     101428 |         13 |      88843
  misprediction rate                 |      2.00% |      0.29% |      0.00% |      3.99%
  mpki                               |       0.18 |       0.50 |       0.00 |       3.37
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   21339896 |   27296105 |    1137840 |    3219479
    num misses                       |          3 |          4 |          1 |         20
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   74943574 |   57846286 |    4027238 |   10237624
    num misses                       |     120551 |      82956 |       5021 |        232
    miss rate                        |      0.16% |      0.14% |      0.12% |      0.00%
    mpki                             |       0.48 |       0.41 |       0.40 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |     120554 |      82960 |       5022 |        252
    num misses                       |     120554 |      82960 |       3961 |        252
    miss rate                        |    100.00% |    100.00% |     78.87% |    100.00%
    mpki                             |       0.48 |       0.41 |       0.32 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   21339896 |   27296105 |    1137840 |    3219479
    num cache misses                 |         40 |         17 |         13 |        495
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.02%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   74943574 |   57846286 |    4027238 |   10237624
    num cache misses                 |   12724840 |    5307196 |     293016 |       9216
    miss rate                        |     16.98% |      9.17% |      7.28% |      0.09%
    mpki                             |      50.90 |      26.08 |      23.39 |       0.35
  Cache L2                           |            |            |            |           
    num cache accesses               |   12724929 |    7312464 |     402406 |      13506
    num cache misses                 |    3487903 |        209 |      21319 |       5052
    miss rate                        |     27.41% |      0.00% |      5.30% |     37.41%
    mpki                             |      13.95 |       0.00 |       1.70 |       0.19
DRAM summary                         |            |            |            |           
  num dram accesses                  |   16531711 |          0 |          0 |          0
  average dram access latency (ns)   |  290710.20 |        inf |        inf |        inf
  average dram queueing delay        |  290646.39 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     95.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
