pc:4219224 decision:3
pc:4219227 decision:1
pc:4219266 decision:0
pc:4255656 decision:0
pc:4256531 decision:2
pc:4257432 decision:1
pc:4258907 decision:1
pc:4258922 decision:1
pc:4258930 decision:0
pc:4258946 decision:1
pc:4259061 decision:0
pc:4259722 decision:0
pc:4259786 decision:3
pc:4259931 decision:2
pc:4264950 decision:2
pc:4264966 decision:0
pc:4290736 decision:2
pc:4317938 decision:0
pc:4322366 decision:3
pc:4322382 decision:2
pc:4327308 decision:0
pc:4327401 decision:2
pc:4327467 decision:1
pc:4327520 decision:1
pc:4327669 decision:2
pc:4327674 decision:3
pc:4327680 decision:1
pc:4327912 decision:0
pc:4337888 decision:1
pc:4340345 decision:1
pc:4340395 decision:2
pc:4340404 decision:1
pc:4340419 decision:0
pc:4340425 decision:0
pc:4340435 decision:0
pc:4340480 decision:3
pc:4340483 decision:1
pc:4340517 decision:3
pc:4340531 decision:3
pc:4340593 decision:1
pc:4340597 decision:1
pc:4340601 decision:0
pc:4340694 decision:1
pc:4340896 decision:2
pc:4340900 decision:1
pc:4340984 decision:3
pc:4340987 decision:1
pc:4341038 decision:1
pc:4341043 decision:0
pc:4380042 decision:0
pc:4380049 decision:0
pc:4380056 decision:2
pc:4380150 decision:0
pc:4380181 decision:2
pc:4704216 decision:0
pc:4705604 decision:0
pc:4713006 decision:0
pc:4713015 decision:1
pc:4713125 decision:1
pc:4751658 decision:0
pc:4751661 decision:1
pc:4751674 decision:0
pc:4754686 decision:2
pc:4754696 decision:2
pc:4754713 decision:0
pc:4755054 decision:0
pc:4755064 decision:0
pc:4755086 decision:3
pc:4757365 decision:0
pc:4772490 decision:0
pc:4772497 decision:2
pc:4772507 decision:2
pc:4772598 decision:1
pc:4772629 decision:1
pc:4777668 decision:0
pc:4777676 decision:2
pc:4777778 decision:1
pc:4777782 decision:0
pc:4778569 decision:0
pc:4780411 decision:0
pc:4780431 decision:0
pc:4780526 decision:1
pc:4780557 decision:1
pc:4780574 decision:1
pc:4780662 decision:0
pc:4780678 decision:0
pc:4782112 decision:1
pc:4782119 decision:0
pc:4782130 decision:1
pc:4783640 decision:3
pc:4783644 decision:3
pc:4783725 decision:3
pc:4785542 decision:1
pc:4785621 decision:1
pc:4803064 decision:2
pc:4808090 decision:0
pc:4808097 decision:0
pc:4808104 decision:0
pc:4808198 decision:0
pc:4808229 decision:0
pc:4810219 decision:1
pc:4810263 decision:0
pc:4813303 decision:3
pc:4813307 decision:2
pc:4813316 decision:0
pc:4815337 decision:0
pc:4815379 decision:2
pc:4815436 decision:3
pc:4815488 decision:2
pc:4815492 decision:1
pc:4815505 decision:1
pc:4815625 decision:2
pc:4826027 decision:0
pc:4826272 decision:0
pc:4826853 decision:0
pc:4834496 decision:0
pc:4834642 decision:0
pc:4834845 decision:0
pc:4834854 decision:0
pc:4834897 decision:2
pc:4834910 decision:2
pc:4834923 decision:0
pc:4834939 decision:2
pc:4834962 decision:2
pc:4834972 decision:0
pc:4835259 decision:0
pc:4835262 decision:2
pc:4835281 decision:0
pc:4835370 decision:2
pc:4835379 decision:0
pc:4835386 decision:0
pc:4835409 decision:2
pc:4835495 decision:0
pc:4835562 decision:0
pc:4835565 decision:0
pc:4835734 decision:0
pc:4835766 decision:0
pc:4835781 decision:0
pc:4835791 decision:0
pc:4835794 decision:0
pc:4835945 decision:0
pc:4836180 decision:1
pc:4836191 decision:0
pc:4836194 decision:2
pc:4836342 decision:0
pc:4836364 decision:0
pc:4836488 decision:0
pc:4836553 decision:2
pc:4836556 decision:0
pc:4836600 decision:0
pc:4836664 decision:0
pc:4836668 decision:3
pc:4836703 decision:3
pc:4836710 decision:1
pc:4836885 decision:0
pc:4836959 decision:0
pc:4837025 decision:3
pc:4837204 decision:2
pc:4837215 decision:1
pc:4837916 decision:2
pc:4838027 decision:0
pc:4838060 decision:2
pc:4838097 decision:3
pc:4838203 decision:0
pc:4838233 decision:0
pc:4838597 decision:0
pc:4838773 decision:2
pc:4838776 decision:0
pc:4838849 decision:0
pc:4838892 decision:1
pc:4839286 decision:2
pc:4839306 decision:0
pc:4839323 decision:2
pc:4839357 decision:2
pc:4839423 decision:0
pc:4839575 decision:0
pc:4839605 decision:0
pc:4839649 decision:0
pc:4839720 decision:0
pc:4839819 decision:3
pc:4840024 decision:2
pc:4840031 decision:0
pc:4840381 decision:0
pc:4840388 decision:2
pc:4840514 decision:0
pc:4840517 decision:0
pc:4840704 decision:0
pc:4840708 decision:0
pc:4840715 decision:1
pc:4840889 decision:2
pc:4841551 decision:0
pc:4841554 decision:0
pc:4841567 decision:0
pc:4841798 decision:2
pc:4841958 decision:1
pc:4841969 decision:2
pc:4841972 decision:0
pc:4842308 decision:2
pc:4843033 decision:1
pc:4843059 decision:1
pc:4843065 decision:1
pc:4843094 decision:3
pc:4843134 decision:3
pc:4843142 decision:1
pc:4843586 decision:0
pc:4843628 decision:0
pc:4843754 decision:0
pc:4843765 decision:2
pc:4843775 decision:2
pc:4843785 decision:3
pc:4843789 decision:3
pc:4843792 decision:3
pc:4843823 decision:2
pc:4843833 decision:2
pc:4843844 decision:2
pc:4843848 decision:2
pc:4844076 decision:2
pc:4844562 decision:0
