                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  218345045 |   64400154 |  217243104 |  249999901
  Cycles                             |  110733240 |  110733240 |  110733240 |  110733240
  IPC                                |       1.97 |       0.58 |       1.96 |       2.26
  Time (ns)                          |   32568600 |   32568600 |   32568600 |   32568600
  Idle time (ns)                     |         14 |        -39 |         42 |        454
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   21495341 |     788126 |    5700580 |    8723419
  num incorrect                      |     626106 |         15 |        492 |      44972
  misprediction rate                 |      2.83% |      0.00% |      0.01% |      0.51%
  mpki                               |       2.87 |       0.00 |       0.00 |       0.18
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   25830635 |    4711014 |   21095865 |   20402598
    num misses                       |      11772 |          4 |          5 |         62
    miss rate                        |      0.05% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   93589887 |   21531370 |   98375171 |  142141424
    num misses                       |       3138 |     155329 |      31209 |      13146
    miss rate                        |      0.00% |      0.72% |      0.03% |      0.01%
    mpki                             |       0.01 |       2.41 |       0.14 |       0.05
  L2 TLB                             |            |            |            |           
    num accesses                     |      14910 |     155333 |      31214 |      13208
    num misses                       |       1148 |     155331 |      29214 |       6516
    miss rate                        |      7.70% |    100.00% |     93.59% |     49.33%
    mpki                             |       0.01 |       2.41 |       0.13 |       0.03
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   25830635 |    4711014 |   21095865 |   20402598
    num cache misses                 |       6480 |         25 |        119 |        355
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   93589887 |   21531370 |   98375171 |  142141424
    num cache misses                 |     781554 |    1345223 |    2241713 |    1007737
    miss rate                        |      0.84% |      6.25% |      2.28% |      0.71%
    mpki                             |       3.58 |      20.89 |      10.32 |       4.03
  Cache L2                           |            |            |            |           
    num cache accesses               |     791934 |    1345299 |    2364833 |    1008807
    num cache misses                 |      52936 |    1156806 |     320056 |     459563
    miss rate                        |      6.68% |     85.99% |     13.53% |     45.56%
    mpki                             |       0.24 |      17.96 |       1.47 |       1.84
DRAM summary                         |            |            |            |           
  num dram accesses                  |    5595388 |          0 |          0 |          0
  average dram access latency (ns)   |     277.87 |        inf |        inf |        inf
  average dram queueing delay        |     214.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     85.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
