                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |     575503 |  249999890 |   21700568 |   13037520
  Cycles                             |  182651400 |  182651400 |  182651400 |  182651400
  IPC                                |       0.00 |       1.37 |       0.12 |       0.07
  Time (ns)                          |   53721000 |   53721000 |   53721000 |   53721000
  Idle time (ns)                     |         -6 |    1700724 |    1607368 |     781148
  Idle time (%)                      |      -0.0% |       3.2% |       3.0% |       1.5%
Branch predictor stats               |            |            |            |           
  num correct                        |      96534 |   42421595 |     495103 |    1654754
  num incorrect                      |      12756 |     101717 |         13 |     107036
  misprediction rate                 |     11.67% |      0.24% |      0.00% |      6.08%
  mpki                               |      22.16 |       0.41 |       0.00 |       8.21
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |      78116 |   32037627 |    1971089 |    2112949
    num misses                       |          1 |          4 |          1 |     109002
    miss rate                        |      0.00% |      0.00% |      0.00% |      5.16%
    mpki                             |       0.00 |       0.00 |       0.00 |       8.36
  D-TLB                              |            |            |            |           
    num accesses                     |     233992 |   74242672 |    6976342 |    5494881
    num misses                       |      16751 |     103574 |       8678 |      29059
    miss rate                        |      7.16% |      0.14% |      0.12% |      0.53%
    mpki                             |      29.11 |       0.41 |       0.40 |       2.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      16752 |     103578 |       8679 |     138061
    num misses                       |      13636 |     103578 |       7014 |      19809
    miss rate                        |     81.40% |    100.00% |     80.82% |     14.35%
    mpki                             |      23.69 |       0.41 |       0.32 |       1.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |      78116 |   32037627 |    1971089 |    2112949
    num cache misses                 |          3 |         17 |         13 |       6091
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.29%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.47
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     233992 |   74242672 |    6976342 |    5494881
    num cache misses                 |      51989 |    6626221 |     507305 |      37905
    miss rate                        |     22.22% |      8.93% |      7.27% |      0.69%
    mpki                             |      90.34 |      26.50 |      23.38 |       2.91
  Cache L2                           |            |            |            |           
    num cache accesses               |      56869 |    9374654 |     696623 |      45484
    num cache misses                 |      32774 |        142 |      34757 |       9898
    miss rate                        |     57.63% |      0.00% |      4.99% |     21.76%
    mpki                             |      56.95 |       0.00 |       1.60 |       0.76
DRAM summary                         |            |            |            |           
  num dram accesses                  |   10070595 |          0 |          0 |          0
  average dram access latency (ns)   |  386874.13 |        inf |        inf |        inf
  average dram queueing delay        |  386810.32 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     93.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
