                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999901 |   39457462 |  135305634 |  207922910
  Cycles                             |  122617260 |  122617260 |  122617260 |  122617260
  IPC                                |       2.04 |       0.32 |       1.10 |       1.70
  Time (ns)                          |   36063900 |   36063900 |   36063900 |   36063900
  Idle time (ns)                     |        370 |        -50 |        121 |         57
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8723419 |    4159845 |    7643926 |   20554295
  num incorrect                      |      44972 |     747783 |    1265889 |     614317
  misprediction rate                 |      0.51% |     15.24% |     14.21% |      2.90%
  mpki                               |       0.18 |      18.95 |       9.36 |       2.95
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20402598 |    6909538 |   15706872 |   24611206
    num misses                       |         62 |          7 |         12 |      11369
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.05%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.05
  D-TLB                              |            |            |            |           
    num accesses                     |  142141424 |   23533528 |   65320580 |   89238506
    num misses                       |      13146 |    1227102 |       3785 |       2716
    miss rate                        |      0.01% |      5.21% |      0.01% |      0.00%
    mpki                             |       0.05 |      31.10 |       0.03 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |      13208 |    1227109 |       3797 |      14085
    num misses                       |       6516 |     969433 |        448 |       1057
    miss rate                        |     49.33% |     79.00% |     11.80% |      7.50%
    mpki                             |       0.03 |      24.57 |       0.00 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20402598 |    6909538 |   15706872 |   24611206
    num cache misses                 |        355 |         78 |        285 |       6196
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.03%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  142141424 |   23533528 |   65320580 |   89238506
    num cache misses                 |    1007691 |    1819533 |    1305919 |     660894
    miss rate                        |      0.71% |      7.73% |      2.00% |      0.74%
    mpki                             |       4.03 |      46.11 |       9.65 |       3.18
  Cache L2                           |            |            |            |           
    num cache accesses               |    1008562 |    2022039 |    1322056 |     669237
    num cache misses                 |     362791 |     809478 |      25062 |      29173
    miss rate                        |     35.97% |     40.03% |      1.90% |      4.36%
    mpki                             |       1.45 |      20.52 |       0.19 |       0.14
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2863130 |          0 |          0 |          0
  average dram access latency (ns)   |   44250.97 |        inf |        inf |        inf
  average dram queueing delay        |   44187.16 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     39.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
