                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  232440114 |   30371444 |  249999905 |  231645323
  Cycles                             |  167122240 |  167122240 |  167122240 |  167122240
  IPC                                |       1.39 |       0.18 |       1.50 |       1.39
  Time (ns)                          |   49153600 |   49153600 |   49153600 |   49153600
  Idle time (ns)                     |         15 |         99 |        649 |         -0
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8441003 |    3856123 |    8817242 |    8423974
  num incorrect                      |        378 |     246546 |        378 |        378
  misprediction rate                 |      0.00% |      6.01% |      0.00% |      0.00%
  mpki                               |       0.00 |       8.12 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   19387087 |    4917016 |   21253560 |   19302606
    num misses                       |         11 |     251347 |         11 |         11
    miss rate                        |      0.00% |      5.11% |      0.00% |      0.00%
    mpki                             |       0.00 |       8.28 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   76932223 |   12794656 |   82958077 |   76659481
    num misses                       |      41905 |      65578 |      48169 |      41617
    miss rate                        |      0.05% |      0.51% |      0.06% |      0.05%
    mpki                             |       0.18 |       2.16 |       0.19 |       0.18
  L2 TLB                             |            |            |            |           
    num accesses                     |      41916 |     316925 |      48180 |      41628
    num misses                       |      39169 |      44914 |      44630 |      38918
    miss rate                        |     93.45% |     14.17% |     92.63% |     93.49%
    mpki                             |       0.17 |       1.48 |       0.18 |       0.17
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   19387087 |    4917016 |   21253560 |   19302606
    num cache misses                 |        170 |      12388 |        170 |        170
    miss rate                        |      0.00% |      0.25% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.41 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   76932223 |   12794656 |   82958077 |   76659481
    num cache misses                 |    2238221 |      87682 |    2627666 |    2220606
    miss rate                        |      2.91% |      0.69% |      3.17% |      2.90%
    mpki                             |       9.63 |       2.89 |      10.51 |       9.59
  Cache L2                           |            |            |            |           
    num cache accesses               |    2410982 |     104818 |    2848956 |    2391197
    num cache misses                 |    1004447 |      33096 |    1072274 |     986707
    miss rate                        |     41.66% |     31.57% |     37.64% |     41.26%
    mpki                             |       4.32 |       1.09 |       4.29 |       4.26
DRAM summary                         |            |            |            |           
  num dram accesses                  |    9299121 |          0 |          0 |          0
  average dram access latency (ns)   |    4372.16 |        inf |        inf |        inf
  average dram queueing delay        |    4308.36 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     94.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
