                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   16082733 |  174840384 |   55711479 |  249999877
  Cycles                             |  133292920 |  133292920 |  133292920 |  133292920
  IPC                                |       0.12 |       1.31 |       0.42 |       1.88
  Time (ns)                          |   39203800 |   39203800 |   39203800 |   39203800
  Idle time (ns)                     |        -27 |      25874 |       6147 |      26176
  Idle time (%)                      |      -0.0% |       0.1% |       0.0% |       0.1%
Branch predictor stats               |            |            |            |           
  num correct                        |    2593388 |    6084572 |    4566423 |    2177475
  num incorrect                      |     306347 |      29113 |     176968 |      44355
  misprediction rate                 |     10.56% |      0.48% |      3.73% |      2.00%
  mpki                               |      19.05 |       0.17 |       3.18 |       0.18
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    2377483 |   14263581 |    6792723 |   21339896
    num misses                       |      39023 |         53 |         33 |          3
    miss rate                        |      1.64% |      0.00% |      0.00% |      0.00%
    mpki                             |       2.43 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    6494505 |   99423722 |   22430958 |   74943574
    num misses                       |       2019 |       9081 |       2057 |     120551
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.16%
    mpki                             |       0.13 |       0.05 |       0.04 |       0.48
  L2 TLB                             |            |            |            |           
    num accesses                     |      41042 |       9134 |       2090 |     120554
    num misses                       |       2029 |       5428 |       2056 |     120554
    miss rate                        |      4.94% |     59.43% |     98.37% |    100.00%
    mpki                             |       0.13 |       0.03 |       0.04 |       0.48
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    2377483 |   14263581 |    6792723 |   21339896
    num cache misses                 |      10328 |        353 |        716 |         40
    miss rate                        |      0.43% |      0.00% |      0.01% |      0.00%
    mpki                             |       0.64 |       0.00 |       0.01 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    6494505 |   99423722 |   22430958 |   74943574
    num cache misses                 |      14756 |     704237 |     196111 |   12724679
    miss rate                        |      0.23% |      0.71% |      0.87% |     16.98%
    mpki                             |       0.92 |       4.03 |       3.52 |      50.90
  Cache L2                           |            |            |            |           
    num cache accesses               |      28188 |     705460 |     203302 |   12724725
    num cache misses                 |      16104 |     431174 |      84997 |    2186905
    miss rate                        |     57.13% |     61.12% |     41.81% |     17.19%
    mpki                             |       1.00 |       2.47 |       1.53 |       8.75
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7323108 |          0 |          0 |          0
  average dram access latency (ns)   |   18845.82 |        inf |        inf |        inf
  average dram queueing delay        |   18782.01 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     93.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
