                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  250000173 |  214912611 |  194892751 |  205985674
  Cycles                             |  168949400 |  168949400 |  168949400 |  168949400
  IPC                                |       1.48 |       1.27 |       1.15 |       1.22
  Time (ns)                          |   49691000 |   49691000 |   49691000 |   49691000
  Idle time (ns)                     |        312 |        -85 |        -69 |        -91
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     304251 |    3023979 |   25234714 |   11468609
  num incorrect                      |         19 |         21 |    1563979 |    1947038
  misprediction rate                 |      0.01% |      0.00% |      5.84% |     14.51%
  mpki                               |       0.00 |       0.00 |       8.02 |       9.45
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   29479678 |   20241732 |   31075414 |   23870339
    num misses                       |          6 |          3 |    1550255 |         12
    miss rate                        |      0.00% |      0.00% |      4.99% |      0.00%
    mpki                             |       0.00 |       0.00 |       7.95 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  193748574 |  113494472 |   81794153 |   99534221
    num misses                       |      19821 |     193094 |     421783 |       5769
    miss rate                        |      0.01% |      0.17% |      0.52% |      0.01%
    mpki                             |       0.08 |       0.90 |       2.16 |       0.03
  L2 TLB                             |            |            |            |           
    num accesses                     |      19827 |     193097 |    1972038 |       5781
    num misses                       |      17034 |     156789 |     294944 |        582
    miss rate                        |     85.91% |     81.20% |     14.96% |     10.07%
    mpki                             |       0.07 |       0.73 |       1.51 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   29479678 |   20241732 |   31075414 |   23870339
    num cache misses                 |        347 |         73 |      74211 |        285
    miss rate                        |      0.00% |      0.00% |      0.24% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.38 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  193748574 |  113494472 |   81794153 |   99534221
    num cache misses                 |    1557126 |    3495459 |     592079 |    1974808
    miss rate                        |      0.80% |      3.08% |      0.72% |      1.98%
    mpki                             |       6.23 |      16.26 |       3.04 |       9.59
  Cache L2                           |            |            |            |           
    num cache accesses               |    1558556 |    4901712 |     672058 |    2008818
    num cache misses                 |     333065 |     340364 |     196665 |      45401
    miss rate                        |     21.37% |      6.94% |     29.26% |      2.26%
    mpki                             |       1.33 |       1.58 |       1.01 |       0.22
DRAM summary                         |            |            |            |           
  num dram accesses                  |    6304324 |          0 |          0 |          0
  average dram access latency (ns)   |    1228.09 |        inf |        inf |        inf
  average dram queueing delay        |    1164.28 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     63.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
