PC: 0 prefetch_hits + misses: 889 prefetch_hits: 89 accuracy: 0.100112
PC: 4196227 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4197358 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4197467 prefetch_hits + misses: 18 prefetch_hits: 6 accuracy: 0.333333
PC: 4197489 prefetch_hits + misses: 11 prefetch_hits: 0 accuracy: 0
PC: 4197528 prefetch_hits + misses: 13 prefetch_hits: 2 accuracy: 0.153846
PC: 4197540 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4197792 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4197855 prefetch_hits + misses: 4 prefetch_hits: 2 accuracy: 0.5
PC: 4197968 prefetch_hits + misses: 2 prefetch_hits: 0 accuracy: 0
PC: 4198033 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4198046 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4198060 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4198087 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4199218 prefetch_hits + misses: 39 prefetch_hits: 0 accuracy: 0
PC: 4199247 prefetch_hits + misses: 326 prefetch_hits: 0 accuracy: 0
PC: 4199258 prefetch_hits + misses: 268 prefetch_hits: 70 accuracy: 0.261194
PC: 4199322 prefetch_hits + misses: 27 prefetch_hits: 0 accuracy: 0
PC: 4199413 prefetch_hits + misses: 27240 prefetch_hits: 11054 accuracy: 0.4058
PC: 4199497 prefetch_hits + misses: 7590 prefetch_hits: 0 accuracy: 0
PC: 4199576 prefetch_hits + misses: 44 prefetch_hits: 0 accuracy: 0
PC: 4199800 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4199820 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4199854 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4199937 prefetch_hits + misses: 6 prefetch_hits: 0 accuracy: 0
PC: 4200070 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4200073 prefetch_hits + misses: 11 prefetch_hits: 0 accuracy: 0
PC: 4200081 prefetch_hits + misses: 16 prefetch_hits: 0 accuracy: 0
PC: 4200084 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4200184 prefetch_hits + misses: 200 prefetch_hits: 5 accuracy: 0.025
PC: 4200193 prefetch_hits + misses: 39 prefetch_hits: 0 accuracy: 0
PC: 4200232 prefetch_hits + misses: 50 prefetch_hits: 0 accuracy: 0
PC: 4200236 prefetch_hits + misses: 19584 prefetch_hits: 0 accuracy: 0
PC: 4200239 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4200288 prefetch_hits + misses: 35571 prefetch_hits: 17663 accuracy: 0.496556
PC: 4200300 prefetch_hits + misses: 19355 prefetch_hits: 9588 accuracy: 0.495376
PC: 4200536 prefetch_hits + misses: 96 prefetch_hits: 43 accuracy: 0.447917
PC: 4200539 prefetch_hits + misses: 460 prefetch_hits: 0 accuracy: 0
PC: 4200555 prefetch_hits + misses: 153 prefetch_hits: 0 accuracy: 0
PC: 4200581 prefetch_hits + misses: 2505 prefetch_hits: 1173 accuracy: 0.468263
PC: 4200624 prefetch_hits + misses: 4816 prefetch_hits: 2418 accuracy: 0.502076
PC: 4200640 prefetch_hits + misses: 7087 prefetch_hits: 980 accuracy: 0.138281
PC: 4200650 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4200659 prefetch_hits + misses: 29 prefetch_hits: 0 accuracy: 0
PC: 4200712 prefetch_hits + misses: 16 prefetch_hits: 0 accuracy: 0
PC: 4200722 prefetch_hits + misses: 23 prefetch_hits: 0 accuracy: 0
PC: 4200750 prefetch_hits + misses: 19 prefetch_hits: 0 accuracy: 0
PC: 4200758 prefetch_hits + misses: 64 prefetch_hits: 0 accuracy: 0
PC: 4200767 prefetch_hits + misses: 26 prefetch_hits: 0 accuracy: 0
PC: 4204197 prefetch_hits + misses: 3 prefetch_hits: 0 accuracy: 0
PC: 4204209 prefetch_hits + misses: 1 prefetch_hits: 0 accuracy: 0
PC: 4204224 prefetch_hits + misses: 11 prefetch_hits: 0 accuracy: 0
PC: 4204237 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4204624 prefetch_hits + misses: 3 prefetch_hits: 0 accuracy: 0
PC: 4204777 prefetch_hits + misses: 4 prefetch_hits: 0 accuracy: 0
PC: 4205814 prefetch_hits + misses: 48 prefetch_hits: 34 accuracy: 0.708333
PC: 4205826 prefetch_hits + misses: 49 prefetch_hits: 0 accuracy: 0
