pc:4199111 decision:3
pc:4199117 decision:3
pc:4199126 decision:0
pc:4199142 decision:3
pc:4199147 decision:3
pc:4199159 decision:3
pc:4199164 decision:3
pc:4199176 decision:3
pc:4199181 decision:3
pc:4199193 decision:3
pc:4199198 decision:3
pc:4199210 decision:3
pc:4199215 decision:3
pc:4199227 decision:3
pc:4199232 decision:3
pc:4199244 decision:3
pc:4199249 decision:3
pc:4199265 decision:3
pc:4199270 decision:3
pc:4199290 decision:3
pc:4199295 decision:3
pc:4199311 decision:3
pc:4199316 decision:3
pc:4199332 decision:3
pc:4199337 decision:3
pc:4199362 decision:3
pc:4199367 decision:3
pc:4199377 decision:3
pc:4199381 decision:3
pc:4199399 decision:3
pc:4199404 decision:1
pc:4199414 decision:1
pc:4199418 decision:1
pc:4199436 decision:3
pc:4199441 decision:3
pc:4199451 decision:1
pc:4199455 decision:2
pc:4199478 decision:2
pc:4199488 decision:1
pc:4199492 decision:3
pc:4199529 decision:3
pc:4199534 decision:3
pc:4199551 decision:0
pc:4199566 decision:3
pc:4199571 decision:3
pc:4199603 decision:3
pc:4199608 decision:3
pc:4199630 decision:3
pc:4199640 decision:3
pc:4199645 decision:3
pc:4199683 decision:0
pc:4202238 decision:0
pc:4202326 decision:3
pc:4202367 decision:3
pc:4202532 decision:0
pc:4202549 decision:0
pc:4202615 decision:0
pc:4202636 decision:0
pc:4202880 decision:0
pc:4202917 decision:3
pc:4203007 decision:3
pc:4203040 decision:0
pc:4203047 decision:0
pc:4203061 decision:0
pc:4203087 decision:0
pc:4203121 decision:0
pc:4203129 decision:0
pc:4203158 decision:3
pc:4203276 decision:3
pc:4203316 decision:0
pc:4203330 decision:0
pc:4203339 decision:0
pc:4203346 decision:0
pc:4203382 decision:0
pc:4203427 decision:3
pc:4203504 decision:0
pc:4203517 decision:3
pc:4203550 decision:0
pc:4203557 decision:0
pc:4203571 decision:0
pc:4203580 decision:0
pc:4203597 decision:0
pc:4203602 decision:0
pc:4203636 decision:0
pc:4203697 decision:2
pc:4203702 decision:0
pc:4203793 decision:3
pc:4203862 decision:1
pc:4203899 decision:0
pc:4203908 decision:1
pc:4203924 decision:1
pc:4203971 decision:0
pc:4204000 decision:3
pc:4204022 decision:3
pc:4204027 decision:0
pc:4204037 decision:0
pc:4204120 decision:0
pc:4204150 decision:2
pc:4204164 decision:0
pc:4204172 decision:2
pc:4204176 decision:0
pc:4204186 decision:0
pc:4204292 decision:0
pc:4204322 decision:0
pc:4204350 decision:0
pc:4204421 decision:3
pc:4204423 decision:0
pc:4204506 decision:0
pc:4204710 decision:2
pc:4204718 decision:3
pc:4204730 decision:3
pc:4204737 decision:3
pc:4204756 decision:3
pc:4204758 decision:3
pc:4204832 decision:2
pc:4204835 decision:0
pc:4204844 decision:3
pc:4204860 decision:2
pc:4204879 decision:2
pc:4204911 decision:0
pc:4204930 decision:0
pc:4205083 decision:2
pc:4205085 decision:0
pc:4205094 decision:3
pc:4205163 decision:0
pc:4205227 decision:0
pc:4205272 decision:0
pc:4205297 decision:0
pc:4205393 decision:0
