                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  113266452 |   66253909 |  249999953 |  106005415
  Cycles                             |  226941840 |  226941840 |  226941840 |  226941840
  IPC                                |       0.50 |       0.29 |       1.10 |       0.47
  Time (ns)                          |   66747600 |   66747600 |   66747600 |   66747600
  Idle time (ns)                     |        -53 |        -88 |        442 |        -92
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |   16981332 |    6961165 |   13888175 |   15908530
  num incorrect                      |    1163863 |    1267218 |    2366187 |    1087948
  misprediction rate                 |      6.41% |     15.40% |     14.56% |      6.40%
  mpki                               |      10.28 |      19.13 |       9.46 |      10.26
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   18697159 |   11718783 |   28964672 |   17501996
    num misses                       |     160710 |          7 |         12 |     149668
    miss rate                        |      0.86% |      0.00% |      0.00% |      0.86%
    mpki                             |       1.42 |       0.00 |       0.00 |       1.41
  D-TLB                              |            |            |            |           
    num accesses                     |   52377507 |   39535842 |  120857082 |   49021946
    num misses                       |     871296 |    2029740 |       6999 |     818895
    miss rate                        |      1.66% |      5.13% |      0.01% |      1.67%
    mpki                             |       7.69 |      30.64 |       0.03 |       7.73
  L2 TLB                             |            |            |            |           
    num accesses                     |    1032006 |    2029747 |       7011 |     968563
    num misses                       |     642252 |    1582110 |        675 |     604461
    miss rate                        |     62.23% |     77.95% |      9.63% |     62.41%
    mpki                             |       5.67 |      23.88 |       0.00 |       5.70
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   18697159 |   11718783 |   28964672 |   17501996
    num cache misses                 |        665 |         79 |        285 |        665
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   52377507 |   39535842 |  120857082 |   49021946
    num cache misses                 |    2639155 |    2961360 |    2395413 |    2479233
    miss rate                        |      5.04% |      7.49% |      1.98% |      5.06%
    mpki                             |      23.30 |      44.70 |       9.58 |      23.39
  Cache L2                           |            |            |            |           
    num cache accesses               |    3071610 |    3370994 |    2439631 |    2889984
    num cache misses                 |     740552 |    1352000 |      60549 |     714603
    miss rate                        |     24.11% |     40.11% |      2.48% |     24.73%
    mpki                             |       6.54 |      20.41 |       0.24 |       6.74
DRAM summary                         |            |            |            |           
  num dram accesses                  |    8427745 |          0 |          0 |          0
  average dram access latency (ns)   |   24785.67 |        inf |        inf |        inf
  average dram queueing delay        |   24721.86 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     63.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
