                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999877 |    3941886 |  115791314 |  129298906
  Cycles                             |  133343920 |  133343920 |  133343920 |  133343920
  IPC                                |       1.87 |       0.03 |       0.87 |       0.97
  Time (ns)                          |   39218800 |   39218800 |   39218800 |   39218800
  Idle time (ns)                     |        962 |         -5 |        699 |        729
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    2177475 |     393077 |   11288710 |     158519
  num incorrect                      |      44355 |      86028 |     293944 |         19
  misprediction rate                 |      2.00% |     17.96% |      2.54% |      0.01%
  mpki                               |       0.18 |      21.82 |       2.54 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   21339896 |     789066 |   13381133 |   15245365
    num misses                       |          3 |          5 |       7858 |          6
    miss rate                        |      0.00% |      0.00% |      0.06% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.07 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   74943574 |    2368220 |   49021496 |  100212935
    num misses                       |     120551 |      98090 |       1687 |      10316
    miss rate                        |      0.16% |      4.14% |      0.00% |      0.01%
    mpki                             |       0.48 |      24.88 |       0.01 |       0.08
  L2 TLB                             |            |            |            |           
    num accesses                     |     120554 |      98095 |       9545 |      10322
    num misses                       |     120554 |      64362 |        836 |       8953
    miss rate                        |    100.00% |     65.61% |      8.76% |     86.74%
    mpki                             |       0.48 |      16.33 |       0.01 |       0.07
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   21339896 |     789066 |   13381133 |   15245365
    num cache misses                 |         40 |         45 |       3699 |        347
    miss rate                        |      0.00% |      0.01% |      0.03% |      0.00%
    mpki                             |       0.00 |       0.01 |       0.03 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   74943574 |    2368220 |   49021496 |  100212935
    num cache misses                 |   12724691 |     117756 |     500428 |     809648
    miss rate                        |     16.98% |      4.97% |      1.02% |      0.81%
    mpki                             |      50.90 |      29.87 |       4.32 |       6.26
  Cache L2                           |            |            |            |           
    num cache accesses               |   12724741 |     152147 |     508335 |     811535
    num cache misses                 |    2198029 |      89930 |      66225 |     192299
    miss rate                        |     17.27% |     59.11% |     13.03% |     23.70%
    mpki                             |       8.79 |      22.81 |       0.57 |       1.49
DRAM summary                         |            |            |            |           
  num dram accesses                  |    7351637 |          0 |          0 |          0
  average dram access latency (ns)   |   26571.38 |        inf |        inf |        inf
  average dram queueing delay        |   26507.58 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     93.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
