                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    7107787 |  249999890 |   48016119 |    2470402
  Cycles                             |  187105740 |  187105740 |  187105740 |  187105740
  IPC                                |       0.04 |       1.34 |       0.26 |       0.01
  Time (ns)                          |   55031100 |   55031100 |   55031100 |   55031100
  Idle time (ns)                     |      22974 |      37740 |        -69 |        110
  Idle time (%)                      |       0.0% |       0.1% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     558905 |   42421595 |    3924457 |     183726
  num incorrect                      |      11844 |     101717 |         49 |       1909
  misprediction rate                 |      2.08% |      0.24% |      0.00% |      1.03%
  mpki                               |       1.67 |       0.41 |       0.00 |       0.77
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     831423 |   32037627 |    3654302 |     287308
    num misses                       |         43 |          4 |          4 |          7
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    2020520 |   74242672 |   18638356 |     634475
    num misses                       |       4015 |     103574 |      13470 |       1285
    miss rate                        |      0.20% |      0.14% |      0.07% |      0.20%
    mpki                             |       0.56 |       0.41 |       0.28 |       0.52
  L2 TLB                             |            |            |            |           
    num accesses                     |       4058 |     103578 |      13474 |       1292
    num misses                       |       3498 |     103578 |      13462 |       1237
    miss rate                        |     86.20% |    100.00% |     99.91% |     95.74%
    mpki                             |       0.49 |       0.41 |       0.28 |       0.50
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     831423 |   32037627 |    3654302 |     287308
    num cache misses                 |        431 |         17 |         99 |         54
    miss rate                        |      0.05% |      0.00% |      0.00% |      0.02%
    mpki                             |       0.06 |       0.00 |       0.00 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    2020520 |   74242672 |   18638356 |     634475
    num cache misses                 |      96507 |    6626221 |     875708 |      36515
    miss rate                        |      4.78% |      8.93% |      4.70% |      5.76%
    mpki                             |      13.58 |      26.50 |      18.24 |      14.78
  Cache L2                           |            |            |            |           
    num cache accesses               |      98513 |    9374654 |    1045182 |      36780
    num cache misses                 |      22385 |        149 |       8381 |       8331
    miss rate                        |     22.72% |      0.00% |      0.80% |     22.65%
    mpki                             |       3.15 |       0.00 |       0.17 |       3.37
DRAM summary                         |            |            |            |           
  num dram accesses                  |   10504826 |          0 |          0 |          0
  average dram access latency (ns)   |  193923.12 |        inf |        inf |        inf
  average dram queueing delay        |  193859.31 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     95.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
