PC: 0 prefetches: 627 prefetch_hits: 169 accuracy: 0.269537
PC: 4242101 prefetches: 13 prefetch_hits: 2 accuracy: 0.153846
PC: 4242112 prefetches: 4 prefetch_hits: 3 accuracy: 0.75
PC: 4242224 prefetches: 16 prefetch_hits: 4 accuracy: 0.25
PC: 4242632 prefetches: 6 prefetch_hits: 2 accuracy: 0.333333
PC: 4242656 prefetches: 5 prefetch_hits: 2 accuracy: 0.4
PC: 4243191 prefetches: 1 prefetch_hits: 1 accuracy: 1
PC: 4244349 prefetches: 6211 prefetch_hits: 6208 accuracy: 0.999517
PC: 4244362 prefetches: 2231 prefetch_hits: 2183 accuracy: 0.978485
PC: 4244388 prefetches: 2343 prefetch_hits: 2293 accuracy: 0.97866
PC: 4244432 prefetches: 1496 prefetch_hits: 1393 accuracy: 0.93115
PC: 4244453 prefetches: 5946 prefetch_hits: 4134 accuracy: 0.695257
PC: 4244472 prefetches: 6331 prefetch_hits: 4417 accuracy: 0.697678
PC: 4244483 prefetches: 6311 prefetch_hits: 4395 accuracy: 0.696403
PC: 4244494 prefetches: 4127 prefetch_hits: 4004 accuracy: 0.970196
PC: 4244512 prefetches: 297 prefetch_hits: 286 accuracy: 0.962963
PC: 4244617 prefetches: 3 prefetch_hits: 0 accuracy: 0
PC: 4244669 prefetches: 47 prefetch_hits: 46 accuracy: 0.978723
PC: 4244681 prefetches: 6892 prefetch_hits: 6658 accuracy: 0.966048
PC: 4244714 prefetches: 588 prefetch_hits: 523 accuracy: 0.889456
PC: 4244717 prefetches: 645 prefetch_hits: 557 accuracy: 0.863566
PC: 4244747 prefetches: 941 prefetch_hits: 879 accuracy: 0.934113
PC: 4244782 prefetches: 24 prefetch_hits: 22 accuracy: 0.916667
PC: 4244825 prefetches: 5608 prefetch_hits: 4508 accuracy: 0.803852
PC: 4244941 prefetches: 501 prefetch_hits: 320 accuracy: 0.638723
PC: 4246309 prefetches: 6959 prefetch_hits: 6927 accuracy: 0.995402
PC: 4246319 prefetches: 7570 prefetch_hits: 7536 accuracy: 0.995509
PC: 4246360 prefetches: 7281 prefetch_hits: 7168 accuracy: 0.98448
PC: 4246386 prefetches: 4784 prefetch_hits: 3338 accuracy: 0.697742
PC: 4246390 prefetches: 38 prefetch_hits: 17 accuracy: 0.447368
PC: 4246422 prefetches: 14516 prefetch_hits: 14085 accuracy: 0.970309
PC: 4246816 prefetches: 2363 prefetch_hits: 2339 accuracy: 0.989843
PC: 4246852 prefetches: 12 prefetch_hits: 12 accuracy: 1
PC: 4246875 prefetches: 44 prefetch_hits: 21 accuracy: 0.477273
PC: 4246962 prefetches: 16 prefetch_hits: 13 accuracy: 0.8125
PC: 4246990 prefetches: 8 prefetch_hits: 2 accuracy: 0.25
PC: 4247800 prefetches: 194 prefetch_hits: 149 accuracy: 0.768041
PC: 4247821 prefetches: 4 prefetch_hits: 3 accuracy: 0.75
PC: 4247896 prefetches: 153 prefetch_hits: 100 accuracy: 0.653595
PC: 4247906 prefetches: 96 prefetch_hits: 43 accuracy: 0.447917
PC: 4247946 prefetches: 66 prefetch_hits: 13 accuracy: 0.19697
PC: 4248272 prefetches: 5707 prefetch_hits: 5707 accuracy: 1
PC: 4248865 prefetches: 27 prefetch_hits: 13 accuracy: 0.481481
PC: 4248879 prefetches: 25 prefetch_hits: 12 accuracy: 0.48
PC: 4249015 prefetches: 10 prefetch_hits: 6 accuracy: 0.6
PC: 4249090 prefetches: 4 prefetch_hits: 3 accuracy: 0.75
PC: 4249111 prefetches: 6 prefetch_hits: 3 accuracy: 0.5
PC: 4249121 prefetches: 4 prefetch_hits: 1 accuracy: 0.25
PC: 4249226 prefetches: 7 prefetch_hits: 3 accuracy: 0.428571
PC: 4249273 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4249530 prefetches: 15 prefetch_hits: 13 accuracy: 0.866667
PC: 4249544 prefetches: 23 prefetch_hits: 20 accuracy: 0.869565
PC: 4249561 prefetches: 3 prefetch_hits: 2 accuracy: 0.666667
PC: 4249606 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4249665 prefetches: 15 prefetch_hits: 4 accuracy: 0.266667
PC: 4250438 prefetches: 127 prefetch_hits: 98 accuracy: 0.771654
PC: 4250544 prefetches: 12 prefetch_hits: 6 accuracy: 0.5
PC: 4250549 prefetches: 9 prefetch_hits: 6 accuracy: 0.666667
PC: 4250556 prefetches: 3 prefetch_hits: 3 accuracy: 1
PC: 4250736 prefetches: 5 prefetch_hits: 2 accuracy: 0.4
PC: 4251890 prefetches: 16 prefetch_hits: 2 accuracy: 0.125
PC: 4251954 prefetches: 79 prefetch_hits: 41 accuracy: 0.518987
PC: 4252077 prefetches: 21 prefetch_hits: 12 accuracy: 0.571429
PC: 4252224 prefetches: 20 prefetch_hits: 6 accuracy: 0.3
PC: 4252238 prefetches: 15 prefetch_hits: 5 accuracy: 0.333333
PC: 4252425 prefetches: 4 prefetch_hits: 1 accuracy: 0.25
PC: 4253756 prefetches: 21 prefetch_hits: 8 accuracy: 0.380952
PC: 4253772 prefetches: 19 prefetch_hits: 11 accuracy: 0.578947
PC: 4253793 prefetches: 17 prefetch_hits: 4 accuracy: 0.235294
PC: 4253872 prefetches: 67 prefetch_hits: 22 accuracy: 0.328358
PC: 4253921 prefetches: 10 prefetch_hits: 1 accuracy: 0.1
PC: 4254077 prefetches: 5 prefetch_hits: 0 accuracy: 0
PC: 4254478 prefetches: 119 prefetch_hits: 92 accuracy: 0.773109
PC: 4256923 prefetches: 446 prefetch_hits: 446 accuracy: 1
PC: 4256939 prefetches: 86 prefetch_hits: 43 accuracy: 0.5
PC: 4257038 prefetches: 62 prefetch_hits: 27 accuracy: 0.435484
PC: 4257054 prefetches: 59 prefetch_hits: 20 accuracy: 0.338983
PC: 4257065 prefetches: 26 prefetch_hits: 14 accuracy: 0.538462
PC: 4257075 prefetches: 86 prefetch_hits: 40 accuracy: 0.465116
PC: 4257208 prefetches: 223 prefetch_hits: 84 accuracy: 0.376682
PC: 4257242 prefetches: 36 prefetch_hits: 26 accuracy: 0.722222
PC: 4257252 prefetches: 4 prefetch_hits: 1 accuracy: 0.25
PC: 4257330 prefetches: 237 prefetch_hits: 48 accuracy: 0.202532
PC: 4257368 prefetches: 105 prefetch_hits: 46 accuracy: 0.438095
PC: 4257401 prefetches: 71 prefetch_hits: 30 accuracy: 0.422535
PC: 4257424 prefetches: 95 prefetch_hits: 32 accuracy: 0.336842
PC: 4257434 prefetches: 64 prefetch_hits: 10 accuracy: 0.15625
PC: 4257526 prefetches: 183 prefetch_hits: 50 accuracy: 0.273224
PC: 4257562 prefetches: 65 prefetch_hits: 7 accuracy: 0.107692
PC: 4257645 prefetches: 4 prefetch_hits: 0 accuracy: 0
PC: 4258252 prefetches: 3 prefetch_hits: 0 accuracy: 0
PC: 4258332 prefetches: 2 prefetch_hits: 2 accuracy: 1
PC: 4258335 prefetches: 7 prefetch_hits: 3 accuracy: 0.428571
PC: 4258352 prefetches: 39740 prefetch_hits: 38813 accuracy: 0.976673
PC: 4258387 prefetches: 27469 prefetch_hits: 26804 accuracy: 0.975791
PC: 4258407 prefetches: 4513 prefetch_hits: 3625 accuracy: 0.803235
PC: 4258428 prefetches: 19117 prefetch_hits: 19057 accuracy: 0.996861
PC: 4258436 prefetches: 134607 prefetch_hits: 87246 accuracy: 0.648154
PC: 4258688 prefetches: 4333 prefetch_hits: 4327 accuracy: 0.998615
PC: 4258864 prefetches: 19464 prefetch_hits: 19451 accuracy: 0.999332
PC: 4258867 prefetches: 59496 prefetch_hits: 57157 accuracy: 0.960686
PC: 4258880 prefetches: 60373 prefetch_hits: 58995 accuracy: 0.977175
PC: 4258935 prefetches: 37409 prefetch_hits: 36425 accuracy: 0.973696
PC: 4258985 prefetches: 11366 prefetch_hits: 8689 accuracy: 0.764473
PC: 4258996 prefetches: 13404 prefetch_hits: 10182 accuracy: 0.759624
PC: 4259020 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4259145 prefetches: 8 prefetch_hits: 2 accuracy: 0.25
PC: 4259217 prefetches: 23279 prefetch_hits: 21556 accuracy: 0.925985
PC: 4259278 prefetches: 22446 prefetch_hits: 20712 accuracy: 0.922748
PC: 4259286 prefetches: 10713 prefetch_hits: 9294 accuracy: 0.867544
PC: 4259297 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4259393 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4260254 prefetches: 8 prefetch_hits: 8 accuracy: 1
PC: 4260490 prefetches: 8 prefetch_hits: 0 accuracy: 0
PC: 4260500 prefetches: 14 prefetch_hits: 7 accuracy: 0.5
PC: 4260520 prefetches: 14 prefetch_hits: 11 accuracy: 0.785714
PC: 4260635 prefetches: 31 prefetch_hits: 7 accuracy: 0.225806
PC: 4260653 prefetches: 34 prefetch_hits: 12 accuracy: 0.352941
PC: 4260658 prefetches: 22 prefetch_hits: 15 accuracy: 0.681818
PC: 4261806 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4261864 prefetches: 4 prefetch_hits: 0 accuracy: 0
PC: 4263203 prefetches: 2 prefetch_hits: 1 accuracy: 0.5
PC: 4264931 prefetches: 29 prefetch_hits: 7 accuracy: 0.241379
PC: 4265018 prefetches: 18 prefetch_hits: 2 accuracy: 0.111111
PC: 4265103 prefetches: 15 prefetch_hits: 4 accuracy: 0.266667
PC: 4265283 prefetches: 4 prefetch_hits: 3 accuracy: 0.75
PC: 4265291 prefetches: 8 prefetch_hits: 4 accuracy: 0.5
PC: 4265313 prefetches: 8 prefetch_hits: 4 accuracy: 0.5
PC: 4265403 prefetches: 8 prefetch_hits: 4 accuracy: 0.5
PC: 4265581 prefetches: 16 prefetch_hits: 3 accuracy: 0.1875
PC: 4265668 prefetches: 17 prefetch_hits: 17 accuracy: 1
PC: 4265772 prefetches: 184 prefetch_hits: 75 accuracy: 0.407609
PC: 4265973 prefetches: 41 prefetch_hits: 21 accuracy: 0.512195
PC: 4266184 prefetches: 1246 prefetch_hits: 1246 accuracy: 1
PC: 4266214 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4266256 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4266370 prefetches: 1 prefetch_hits: 1 accuracy: 1
PC: 4266512 prefetches: 1511 prefetch_hits: 1510 accuracy: 0.999338
PC: 4266840 prefetches: 4 prefetch_hits: 2 accuracy: 0.5
PC: 4266843 prefetches: 5 prefetch_hits: 1 accuracy: 0.2
PC: 4267027 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4267471 prefetches: 1 prefetch_hits: 0 accuracy: 0
PC: 4267701 prefetches: 7 prefetch_hits: 0 accuracy: 0
PC: 4267753 prefetches: 18 prefetch_hits: 12 accuracy: 0.666667
PC: 4267913 prefetches: 2 prefetch_hits: 0 accuracy: 0
PC: 4269855 prefetches: 106 prefetch_hits: 23 accuracy: 0.216981
PC: 4269865 prefetches: 98 prefetch_hits: 37 accuracy: 0.377551
PC: 4270060 prefetches: 96 prefetch_hits: 77 accuracy: 0.802083
PC: 4270075 prefetches: 29 prefetch_hits: 24 accuracy: 0.827586
PC: 4270098 prefetches: 24 prefetch_hits: 15 accuracy: 0.625
PC: 4270205 prefetches: 112 prefetch_hits: 95 accuracy: 0.848214
PC: 4271283 prefetches: 279 prefetch_hits: 59 accuracy: 0.21147
PC: 4271511 prefetches: 4 prefetch_hits: 2 accuracy: 0.5
PC: 4271574 prefetches: 4 prefetch_hits: 2 accuracy: 0.5
PC: 4271581 prefetches: 3 prefetch_hits: 2 accuracy: 0.666667
PC: 4271592 prefetches: 19443 prefetch_hits: 19427 accuracy: 0.999177
PC: 4271597 prefetches: 3 prefetch_hits: 1 accuracy: 0.333333
PC: 4271604 prefetches: 19442 prefetch_hits: 19429 accuracy: 0.999331
PC: 4271622 prefetches: 19383 prefetch_hits: 19340 accuracy: 0.997782
PC: 4272163 prefetches: 34 prefetch_hits: 31 accuracy: 0.911765
PC: 4272232 prefetches: 2 prefetch_hits: 2 accuracy: 1
PC: 4272240 prefetches: 6 prefetch_hits: 4 accuracy: 0.666667
PC: 4272270 prefetches: 5 prefetch_hits: 3 accuracy: 0.6
PC: 4272379 prefetches: 32 prefetch_hits: 25 accuracy: 0.78125
PC: 4272748 prefetches: 4 prefetch_hits: 1 accuracy: 0.25
