                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  248876376 |  130457396 |  150731176 |  249999909
  Cycles                             |  278429060 |  278429060 |  278429060 |  278429060
  IPC                                |       0.89 |       0.47 |       0.54 |       0.90
  Time (ns)                          |   81890900 |   81890900 |   81890900 |   81890900
  Idle time (ns)                     |         -0 |         38 |         50 |        262
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8768225 |   10711743 |    2687914 |    8795319
  num incorrect                      |         49 |     242000 |         21 |         49
  misprediction rate                 |      0.00% |      2.21% |      0.00% |      0.00%
  mpki                               |       0.00 |       1.86 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20912328 |   15596536 |   13979207 |   21008862
    num misses                       |          4 |         97 |          3 |          4
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  151435391 |   35314500 |   66203561 |  152178201
    num misses                       |      71059 |      84813 |     103087 |      71385
    miss rate                        |      0.05% |      0.24% |      0.16% |      0.05%
    mpki                             |       0.29 |       0.65 |       0.68 |       0.29
  L2 TLB                             |            |            |            |           
    num accesses                     |      71063 |      84910 |     103090 |      71389
    num misses                       |      71051 |      72465 |      84327 |      71377
    miss rate                        |     99.98% |     85.34% |     81.80% |     99.98%
    mpki                             |       0.29 |       0.56 |       0.56 |       0.29
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20912328 |   15596536 |   13979207 |   21008862
    num cache misses                 |         99 |        454 |         73 |         99
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  151435391 |   35314500 |   66203561 |  152178201
    num cache misses                 |    4751769 |    1944186 |    2912654 |    4773439
    miss rate                        |      3.14% |      5.51% |      4.40% |      3.14%
    mpki                             |      19.09 |      14.90 |      19.32 |      19.09
  Cache L2                           |            |            |            |           
    num cache accesses               |    4921843 |    1971359 |    4040374 |    4943507
    num cache misses                 |     111932 |     234903 |     234431 |     112142
    miss rate                        |      2.27% |     11.92% |      5.80% |      2.27%
    mpki                             |       0.45 |       1.80 |       1.56 |       0.45
DRAM summary                         |            |            |            |           
  num dram accesses                  |   15789231 |          0 |          0 |          0
  average dram access latency (ns)   |   19867.25 |        inf |        inf |        inf
  average dram queueing delay        |   19803.45 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     96.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
