                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999901 |   40515640 |  145452160 |  217024585
  Cycles                             |  123972500 |  123972500 |  123972500 |  123972500
  IPC                                |       2.02 |       0.33 |       1.17 |       1.75
  Time (ns)                          |   36462500 |   36462500 |   36462500 |   36462500
  Idle time (ns)                     |        106 |        -14 |         -0 |         27
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8723419 |    4265604 |    8061663 |   21364122
  num incorrect                      |      44972 |     770353 |    1339114 |     624883
  misprediction rate                 |      0.51% |     15.30% |     14.24% |      2.84%
  mpki                               |       0.18 |      19.01 |       9.21 |       2.88
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20402598 |    7120958 |   16828928 |   25675869
    num misses                       |         62 |          7 |         12 |      11726
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.05%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.05
  D-TLB                              |            |            |            |           
    num accesses                     |  142141424 |   24169791 |   70284352 |   93076784
    num misses                       |      13146 |    1253200 |       4090 |       3058
    miss rate                        |      0.01% |      5.18% |      0.01% |      0.00%
    mpki                             |       0.05 |      30.93 |       0.03 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |      13208 |    1253207 |       4102 |      14784
    num misses                       |       6516 |     990504 |        461 |       1132
    miss rate                        |     49.33% |     79.04% |     11.24% |      7.66%
    mpki                             |       0.03 |      24.45 |       0.00 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20402598 |    7120958 |   16828928 |   25675869
    num cache misses                 |        355 |         78 |        285 |       6424
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.03%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  142141424 |   24169791 |   70284352 |   93076784
    num cache misses                 |    1007697 |    1855252 |    1390021 |     764680
    miss rate                        |      0.71% |      7.68% |      1.98% |      0.82%
    mpki                             |       4.03 |      45.79 |       9.56 |       3.52
  Cache L2                           |            |            |            |           
    num cache accesses               |    1008701 |    2087760 |    1406536 |     773765
    num cache misses                 |     396070 |     771384 |      26169 |      37073
    miss rate                        |     39.27% |     36.95% |      1.86% |      4.79%
    mpki                             |       1.58 |      19.04 |       0.18 |       0.17
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3510831 |          0 |          0 |          0
  average dram access latency (ns)   |   35750.70 |        inf |        inf |        inf
  average dram queueing delay        |   35686.90 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     48.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
