                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |     168333 |  249999890 |   24148006 |   18109026
  Cycles                             |  180406040 |  180406040 |  180406040 |  180406040
  IPC                                |       0.00 |       1.39 |       0.13 |       0.10
  Time (ns)                          |   53060600 |   53060600 |   53060600 |   53060600
  Idle time (ns)                     |     224464 |     749955 |     319348 |        -73
  Idle time (%)                      |       0.4% |       1.4% |       0.6% |      -0.0%
Branch predictor stats               |            |            |            |           
  num correct                        |      23257 |   42421595 |     550943 |    2298083
  num incorrect                      |       2971 |     101717 |         13 |     147792
  misprediction rate                 |     11.33% |      0.24% |      0.00% |      6.04%
  mpki                               |      17.65 |       0.41 |       0.00 |       8.16
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |      14689 |   32037627 |    2193391 |    2931845
    num misses                       |          1 |          4 |          1 |     150265
    miss rate                        |      0.01% |      0.00% |      0.00% |      5.13%
    mpki                             |       0.01 |       0.00 |       0.00 |       8.30
  D-TLB                              |            |            |            |           
    num accesses                     |      72389 |   74242672 |    7763160 |    7628832
    num misses                       |       6381 |     103574 |       9669 |      39602
    miss rate                        |      8.81% |      0.14% |      0.12% |      0.52%
    mpki                             |      37.91 |       0.41 |       0.40 |       2.19
  L2 TLB                             |            |            |            |           
    num accesses                     |       6382 |     103578 |       9670 |     189867
    num misses                       |       4805 |     103578 |       7854 |      27183
    miss rate                        |     75.29% |    100.00% |     81.22% |     14.32%
    mpki                             |      28.54 |       0.41 |       0.33 |       1.50
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |      14689 |   32037627 |    2193391 |    2931845
    num cache misses                 |          3 |         17 |         13 |       8073
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.28%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.45
  Cache L1-D                         |            |            |            |           
    num cache accesses               |      72389 |   74242672 |    7763160 |    7628832
    num cache misses                 |      16286 |    6626221 |     564537 |      51890
    miss rate                        |     22.50% |      8.93% |      7.27% |      0.68%
    mpki                             |      96.75 |      26.50 |      23.38 |       2.87
  Cache L2                           |            |            |            |           
    num cache accesses               |      19176 |    9374654 |     775191 |      61927
    num cache misses                 |      14074 |        249 |      41715 |      14694
    miss rate                        |     73.39% |      0.00% |      5.38% |     23.73%
    mpki                             |      83.61 |       0.00 |       1.73 |       0.81
DRAM summary                         |            |            |            |           
  num dram accesses                  |   10084700 |          0 |          0 |          0
  average dram access latency (ns)   |  344969.48 |        inf |        inf |        inf
  average dram queueing delay        |  344905.67 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     95.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
